title,x-tsne,y-tsne,z-tsne
Willy Wonka & the Chocolate Factory (1971),-10.069671630859375,-22.735050201416016,1.1698408126831055
Pretty Woman (1990),0.8199819326400757,-1.8920416831970215,1.4001914262771606
Ghostbusters (a.k.a. Ghost Busters) (1984),-4.489496231079102,-0.5852735638618469,-9.756061553955078
Indiana Jones and the Last Crusade (1989),18.142595291137695,7.411245822906494,10.412310600280762
Blade Runner (1982),-1.469791293144226,-12.540668487548828,-6.410714626312256
Stargate (1994),-2.0447981357574463,17.66588592529297,14.222590446472168
Monty Python and the Holy Grail (1975),6.3431010246276855,1.9700998067855835,-9.939057350158691
One Flew Over the Cuckoo's Nest (1975),21.389842987060547,-14.590973854064941,2.4801368713378906
Die Hard: With a Vengeance (1995),-6.371289253234863,-1.4765660762786865,2.053309917449951
Pirates of the Caribbean: The Curse of the Black Pearl (2003),14.881539344787598,18.060710906982422,2.7805628776550293
Star Wars: Episode I - The Phantom Menace (1999),-8.121567726135254,27.517982482910156,3.310983896255493
"Truman Show, The (1998)",5.962131023406982,7.411630630493164,-4.030849456787109
"Rock, The (1996)",-1.5016056299209595,7.075847625732422,-2.477365493774414
"Godfather: Part II, The (1974)",25.519899368286133,-12.529646873474121,0.7703781723976135
Spider-Man (2002),13.144388198852539,21.11113739013672,1.8140780925750732
Ferris Bueller's Day Off (1986),17.09193229675293,-3.794370412826538,14.076601028442383
Memento (2000),20.74387550354004,1.9098457098007202,-4.541248321533203
Reservoir Dogs (1992),20.745393753051758,-18.637418746948242,1.4495739936828613
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),22.836349487304688,-6.300457954406738,0.6299593448638916
Goodfellas (1990),15.029775619506836,-0.9149434566497803,-2.7013463973999023
"Monsters, Inc. (2001)",9.380016326904297,11.166008949279785,4.987285137176514
Ocean's Eleven (2001),7.8974080085754395,7.588067054748535,-5.955197811126709
Home Alone (1990),-3.2587339878082275,8.957062721252441,-1.3589264154434204
Batman Forever (1995),1.5621083974838257,16.09908676147461,-2.9952826499938965
X-Men (2000),-4.965067386627197,18.294593811035156,0.3893207311630249
Alien (1979),15.119823455810547,-11.49940013885498,11.383824348449707
Ghost (1990),1.0320091247558594,-0.4144316613674164,1.2054232358932495
"Incredibles, The (2004)",10.465737342834473,12.63586139678955,4.6981072425842285
Being John Malkovich (1999),9.25925064086914,-13.141995429992676,6.598345756530762
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",22.68291664123535,-3.3272485733032227,-6.610494613647461
Toy Story 2 (1999),-1.1375532150268555,-3.7635648250579834,-3.750244617462158
Interview with the Vampire: The Vampire Chronicles (1994),-6.795774459838867,5.633452892303467,-2.3470895290374756
L.A. Confidential (1997),10.646127700805664,-19.539304733276367,7.496484279632568
Aliens (1986),9.206274032592773,0.1109086349606514,-20.04219627380371
Sleepless in Seattle (1993),-21.213050842285156,4.24278450012207,-16.325054168701172
Trainspotting (1996),18.79085922241211,-6.792762756347656,0.7285519242286682
2001: A Space Odyssey (1968),10.39252758026123,-13.45702838897705,-8.05268669128418
There's Something About Mary (1998),14.2918062210083,-9.158740043640137,9.025155067443848
Finding Nemo (2003),14.624320030212402,15.577336311340332,6.305227279663086
GoldenEye (1995),-5.211026668548584,12.24734878540039,2.4164469242095947
Four Weddings and a Funeral (1994),-1.492651104927063,-25.61771583557129,2.535853147506714
"Clockwork Orange, A (1971)",3.3603429794311523,-25.02937889099121,3.5969667434692383
Shakespeare in Love (1998),16.169086456298828,-8.371428489685059,4.479859828948975
"Dark Knight, The (2008)",20.537761688232422,4.80448579788208,6.951137542724609
"Big Lebowski, The (1998)",9.463892936706543,-9.410590171813965,-3.368490219116211
Clueless (1995),15.6718111038208,-5.021419048309326,10.145505905151367
Rain Man (1988),12.593599319458008,-0.049249690026044846,6.07750129699707
Taxi Driver (1976),15.994828224182129,-18.966394424438477,-14.183141708374023
"Fifth Element, The (1997)",-4.146891117095947,11.090133666992188,-23.016088485717773
Casablanca (1942),11.525236129760742,-18.502792358398438,-1.48396897315979
"Breakfast Club, The (1985)",6.693953514099121,-0.05607279762625694,-4.492377281188965
"Wizard of Oz, The (1939)",-18.55794906616211,-16.48747444152832,-5.325252056121826
Minority Report (2002),17.617801666259766,4.731564521789551,11.15755558013916
Clear and Present Danger (1994),3.0740396976470947,4.7528395652771,-3.585482358932495
"Beautiful Mind, A (2001)",4.700547695159912,15.622562408447266,-20.70128631591797
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",1.6496226787567139,-6.472488880157471,-11.058592796325684
Star Trek: Generations (1994),2.1418278217315674,8.334376335144043,14.29147720336914
Armageddon (1998),-8.35806941986084,15.223214149475098,2.3522534370422363
Waterworld (1995),-9.88267707824707,15.154154777526855,14.769807815551758
Apocalypse Now (1979),14.59294605255127,-17.622905731201172,7.902268409729004
Stand by Me (1986),8.653579711914062,1.7927205562591553,-2.32763671875
Austin Powers: The Spy Who Shagged Me (1999),-11.400080680847168,-7.3531880378723145,-21.650686264038086
Kill Bill: Vol. 1 (2003),10.48451042175293,-0.7113028168678284,-2.767314910888672
American Pie (1999),0.0305359847843647,15.642547607421875,0.20390616357326508
Inception (2010),9.391011238098145,9.229019165039062,-7.697396755218506
Outbreak (1995),-9.11808967590332,21.05745506286621,13.003238677978516
"Firm, The (1993)",-5.75325345993042,5.800967693328857,2.7124226093292236
Clerks (1994),18.373737335205078,-4.2504048347473145,-8.158924102783203
Jaws (1975),20.67685890197754,2.24053692817688,4.564697265625
Who Framed Roger Rabbit? (1988),-6.025429725646973,-0.9948351979255676,-10.003028869628906
Big (1988),16.029024124145508,6.726094722747803,8.700366020202637
Austin Powers: International Man of Mystery (1997),-5.019988536834717,10.238777160644531,-18.320526123046875
Jumanji (1995),-7.723452568054199,8.64219856262207,2.265565872192383
Natural Born Killers (1994),-22.729400634765625,5.147345066070557,-11.679253578186035
American History X (1998),20.354148864746094,1.2494717836380005,15.442435264587402
Airplane! (1980),4.520265102386475,-18.652629852294922,17.374832153320312
Eternal Sunshine of the Spotless Mind (2004),6.357819080352783,-18.139856338500977,13.952101707458496
Cliffhanger (1993),-4.963141441345215,5.9695258140563965,4.0036115646362305
Jerry Maguire (1996),15.428178787231445,6.691957950592041,12.172318458557129
Office Space (1999),11.011603355407715,-20.949146270751953,11.042166709899902
"Bug's Life, A (1998)",4.161338806152344,1.028076410293579,-16.718313217163086
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),7.656079292297363,16.071298599243164,2.087315320968628
Batman Begins (2005),9.199464797973633,14.913533210754395,18.629539489746094
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),17.6170711517334,-19.650432586669922,-11.441794395446777
Total Recall (1990),1.1804728507995605,-4.8271379470825195,21.45305824279785
Dead Man Walking (1995),22.50027084350586,12.801047325134277,-10.457919120788574
Beetlejuice (1988),11.207874298095703,0.8530547022819519,21.198022842407227
Heat (1995),3.533674955368042,2.468801259994507,6.078739643096924
Full Metal Jacket (1987),17.04953384399414,-11.26175308227539,-6.179583549499512
"Green Mile, The (1999)",10.771012306213379,7.029542446136475,6.481106758117676
Kill Bill: Vol. 2 (2004),16.6806583404541,8.249249458312988,-6.473788738250732
"Net, The (1995)",-15.252573013305664,6.203125476837158,12.553912162780762
"Shining, The (1980)",17.290552139282227,-2.9300649166107178,-18.136829376220703
Leaving Las Vegas (1995),-2.3843231201171875,-14.009300231933594,-3.5568687915802
While You Were Sleeping (1995),-0.2068556398153305,-5.634477615356445,-5.279460906982422
Amadeus (1984),23.683847427368164,-5.225521564483643,-10.566793441772461
"Bourne Identity, The (2002)",16.38600730895996,14.520559310913086,9.009437561035156
Catch Me If You Can (2002),16.085403442382812,9.901816368103027,-2.744255781173706
Life Is Beautiful (La Vita è bella) (1997),13.113044738769531,16.551172256469727,-9.872098922729492
Chicken Run (2000),15.137744903564453,2.269021987915039,-13.481270790100098
Back to the Future Part II (1989),-9.45335865020752,7.790069103240967,-18.716869354248047
Almost Famous (2000),15.5211763381958,-3.8949575424194336,4.908932209014893
As Good as It Gets (1997),4.1710028648376465,-6.578619003295898,-18.7333927154541
Indiana Jones and the Temple of Doom (1984),6.693264961242676,-16.239849090576172,20.323135375976562
"Hunt for Red October, The (1990)",12.836713790893555,8.700428009033203,14.365312576293945
"O Brother, Where Art Thou? (2000)",10.623435974121094,-3.684077262878418,-18.623043060302734
Cast Away (2000),-5.764353275299072,7.612066268920898,-2.1982157230377197
Dead Poets Society (1989),0.3034437596797943,1.4097917079925537,-2.034477949142456
Snatch (2000),26.64957046508789,3.9840261936187744,-2.474637269973755
Demolition Man (1993),-23.214778900146484,6.108164310455322,-9.611183166503906
Get Shorty (1995),-0.149549201130867,-8.270895004272461,17.60790252685547
Happy Gilmore (1996),-12.235889434814453,11.396933555603027,-6.759069919586182
Back to the Future Part III (1990),2.4639081954956055,21.291454315185547,1.0668452978134155
"Blues Brothers, The (1980)",27.083993911743164,1.235268235206604,-0.7588748931884766
"Birdcage, The (1996)",12.201642036437988,0.5175930261611938,10.050334930419922
Donnie Darko (2001),18.35267448425293,2.7601139545440674,-2.7715892791748047
Broken Arrow (1996),-8.804415702819824,11.770783424377441,-9.284523010253906
Contact (1997),-10.059443473815918,-19.326801300048828,-7.969285011291504
Ace Ventura: When Nature Calls (1995),-13.408819198608398,15.042179107666016,0.45935750007629395
Rear Window (1954),10.12325668334961,-23.635517120361328,-6.078094959259033
Monty Python's Life of Brian (1979),10.988529205322266,-3.2111833095550537,-5.674532890319824
Lethal Weapon (1987),11.402853965759277,6.676431655883789,3.692831039428711
Grease (1978),0.022458327934145927,-2.8733980655670166,10.589561462402344
Quiz Show (1994),-0.8549675941467285,-10.522205352783203,-25.94788932800293
"Nightmare Before Christmas, The (1993)",-15.573576927185059,4.399417400360107,-6.730808258056641
Dave (1993),-6.082254886627197,9.165935516357422,-14.810859680175781
"Graduate, The (1967)",13.303777694702148,-15.01382064819336,-1.7516512870788574
"Fish Called Wanda, A (1988)",22.40105628967285,-9.698134422302246,5.707215309143066
Edward Scissorhands (1990),10.684235572814941,2.703829526901245,20.79606056213379
Casino (1995),20.350553512573242,-10.207440376281738,-12.726876258850098
What's Eating Gilbert Grape (1993),4.723410129547119,-3.5204877853393555,-26.152414321899414
Meet the Parents (2000),0.2748400568962097,8.555732727050781,-16.92350196838379
High Fidelity (2000),13.541206359863281,-23.468971252441406,-1.2592403888702393
Mr. Holland's Opus (1995),-4.8302836418151855,24.929458618164062,3.0472168922424316
North by Northwest (1959),12.689024925231934,-22.869646072387695,-6.008204460144043
When Harry Met Sally... (1989),7.217600345611572,-14.872560501098633,9.05423641204834
Philadelphia (1993),0.3566957116127014,3.954284906387329,2.8343119621276855
Sense and Sensibility (1995),10.926669120788574,-11.204734802246094,-13.979741096496582
"Blair Witch Project, The (1999)",-14.410375595092773,1.1465821266174316,0.8659721612930298
Lost in Translation (2003),15.03614616394043,-2.6830861568450928,-18.168630599975586
Erin Brockovich (2000),2.4345664978027344,14.15565013885498,-21.46931266784668
Citizen Kane (1941),17.47815704345703,-14.382619857788086,-6.846256256103516
"Departed, The (2006)",20.219167709350586,4.7207207679748535,3.4042341709136963
Harry Potter and the Prisoner of Azkaban (2004),7.1696858406066895,11.467485427856445,0.7643381953239441
Gattaca (1997),19.904951095581055,17.66655731201172,-6.081846714019775
Spider-Man 2 (2004),10.402363777160645,9.268670082092285,2.907681941986084
Face/Off (1997),-7.1292290687561035,4.375123023986816,-4.689698219299316
Star Wars: Episode II - Attack of the Clones (2002),-5.20446252822876,11.315979957580566,1.531744360923767
Star Trek: First Contact (1996),-1.9647490978240967,11.566788673400879,-3.8943581581115723
This Is Spinal Tap (1984),10.071950912475586,-7.209352016448975,-9.635763168334961
"Matrix Reloaded, The (2003)",6.572836399078369,26.929670333862305,3.993514060974121
"American President, The (1995)",8.845688819885254,12.69979476928711,9.368772506713867
X2: X-Men United (2003),12.982409477233887,19.559606552124023,5.099163055419922
Shrek 2 (2004),13.544696807861328,18.91813087463379,5.3929243087768555
Mission: Impossible II (2000),-4.58748197555542,22.589223861694336,7.024535655975342
Harry Potter and the Chamber of Secrets (2002),1.133707880973816,12.5130033493042,-2.758349657058716
"Sound of Music, The (1965)",10.20459270477295,-0.0834512934088707,-6.064425945281982
To Kill a Mockingbird (1962),14.723772048950195,-4.490530014038086,-1.4656074047088623
Crimson Tide (1995),12.685274124145508,-6.045581340789795,11.235427856445312
In the Line of Fire (1993),1.500760793685913,3.606907606124878,-0.048036351799964905
Annie Hall (1977),6.351663112640381,-13.494813919067383,0.57666015625
Mars Attacks! (1996),-20.45821189880371,9.462286949157715,-3.8408660888671875
Sin City (2005),25.678848266601562,0.8281826972961426,6.351917266845703
Run Lola Run (Lola rennt) (1998),23.168418884277344,-2.660376787185669,-0.5346187949180603
Election (1999),8.712411880493164,-10.529332160949707,8.788445472717285
Charlie's Angels (2000),-7.482460021972656,22.998756408691406,-6.328986167907715
"Mummy, The (1999)",-6.360918998718262,17.018775939941406,-3.4448869228363037
Dogma (1999),-0.18051031231880188,-0.7641959190368652,-16.973548889160156
"Little Mermaid, The (1989)",-0.8340520858764648,16.40523338317871,2.8131730556488037
"Untouchables, The (1987)",15.375847816467285,2.150796413421631,5.775444984436035
Ed Wood (1994),16.301433563232422,-15.755666732788086,-10.91292667388916
"Piano, The (1993)",-5.65207052230835,-4.869225025177002,3.9087045192718506
Mary Poppins (1964),-3.3987576961517334,-0.6836044788360596,-17.721317291259766
Psycho (1960),9.14139461517334,-13.664854049682617,-6.0486159324646
"Game, The (1997)",-20.21030044555664,-0.6296213865280151,-18.125530242919922
Little Miss Sunshine (2006),8.722390174865723,10.884902954101562,-13.679439544677734
My Cousin Vinny (1992),3.3414924144744873,-26.703716278076172,-2.4058403968811035
"Honey, I Shrunk the Kids (1989)",-8.3062744140625,2.1640212535858154,-4.158038139343262
WALL·E (2008),9.837024688720703,-26.130014419555664,4.115960121154785
Chinatown (1974),13.397043228149414,-17.02719497680664,-5.983123302459717
Ransom (1996),1.4938913583755493,6.311394214630127,-1.8840646743774414
"Few Good Men, A (1992)",21.446712493896484,-3.3066303730010986,13.642488479614258
Iron Man (2008),18.75613784790039,10.516938209533691,6.377432823181152
Superman (1978),13.054019927978516,8.887895584106445,3.180905818939209
"Christmas Story, A (1983)",5.0784173011779785,-16.114255905151367,-3.573484182357788
Wallace & Gromit: The Wrong Trousers (1993),11.971142768859863,-3.2770140171051025,18.000160217285156
"South Park: Bigger, Longer and Uncut (1999)",-7.571328639984131,-7.2672529220581055,-21.7519588470459
Butch Cassidy and the Sundance Kid (1969),21.679502487182617,-9.134944915771484,-6.47139310836792
Wayne's World (1992),-13.279245376586914,-8.994311332702637,-12.62204647064209
"Bourne Supremacy, The (2004)",13.456351280212402,8.913971900939941,7.014431953430176
12 Angry Men (1957),14.81722354888916,-1.6559754610061646,-8.340842247009277
"English Patient, The (1996)",-22.83112907409668,-18.665937423706055,-1.8344504833221436
Top Gun (1986),-3.943502902984619,-2.5118117332458496,2.801743745803833
"Lock, Stock & Two Smoking Barrels (1998)",26.792531967163086,5.867940425872803,-3.0820674896240234
Young Frankenstein (1974),15.477995872497559,-12.648649215698242,-13.449934959411621
Addams Family Values (1993),-5.703128337860107,14.338715553283691,7.442878246307373
Scream (1996),4.722153186798096,-19.54778289794922,10.527356147766113
Legends of the Fall (1994),9.100214958190918,7.176336765289307,21.79098892211914
V for Vendetta (2006),17.162334442138672,5.692539215087891,-5.4592108726501465
Traffic (2000),0.6398879885673523,-11.972137451171875,8.713278770446777
Juno (2007),2.0493664741516113,10.811912536621094,-7.790744781494141
Starship Troopers (1997),-10.614728927612305,23.22193145751953,-0.7068467736244202
Phenomenon (1996),-0.8709984421730042,6.010218143463135,-4.437982559204102
Star Trek II: The Wrath of Khan (1982),4.793889999389648,-4.485773086547852,-2.7741568088531494
It's a Wonderful Life (1946),21.13822364807129,-14.947665214538574,-11.932578086853027
"Abyss, The (1989)",20.16840171813965,7.454385280609131,14.959477424621582
Liar Liar (1997),-10.938644409179688,19.14389419555664,-9.757331848144531
Bridget Jones's Diary (2001),2.6042120456695557,7.175955772399902,-6.046706199645996
Snow White and the Seven Dwarfs (1937),-3.8578271865844727,-3.4220783710479736,-8.673100471496582
Maverick (1994),-7.915140151977539,11.719472885131836,3.736023426055908
True Romance (1993),17.84919548034668,3.7226219177246094,8.831270217895508
Air Force One (1997),8.472909927368164,15.856539726257324,-1.1308214664459229
"Client, The (1994)",-9.411787033081055,6.667879581451416,5.106225490570068
Shaun of the Dead (2004),-15.187047958374023,-2.482058525085449,-18.41600227355957
"Santa Clause, The (1994)",-7.852962017059326,1.8202067613601685,13.476152420043945
Judge Dredd (1995),-5.415518283843994,-18.853940963745117,16.773788452148438
Raising Arizona (1987),18.186992645263672,2.047423839569092,3.084177017211914
"Wedding Singer, The (1998)",-6.500487804412842,9.603974342346191,-22.3604736328125
Vertigo (1958),17.074359893798828,-20.56291389465332,-0.3724353611469269
City of God (Cidade de Deus) (2002),13.381387710571289,9.377525329589844,-14.73575210571289
Eraser (1996),-10.449326515197754,4.479814529418945,8.480194091796875
Requiem for a Dream (2000),2.370697498321533,-23.616470336914062,7.758814334869385
Rocky (1976),23.139970779418945,-1.0880696773529053,9.812854766845703
"Royal Tenenbaums, The (2001)",23.085432052612305,-3.64900541305542,2.1463184356689453
Platoon (1986),20.341259002685547,0.11861832439899445,8.132683753967285
Rushmore (1998),12.266733169555664,1.9612394571304321,13.720295906066895
Gone with the Wind (1939),-3.9293301105499268,-7.859132766723633,-13.31794548034668
"Nutty Professor, The (1996)",-2.0040574073791504,15.299617767333984,8.848350524902344
Avatar (2009),3.9458651542663574,10.327973365783691,16.497974395751953
"Lost World: Jurassic Park, The (1997)",-5.718141555786133,12.379775047302246,-6.886533260345459
Enemy of the State (1998),-7.516268253326416,9.46109390258789,6.187301158905029
Field of Dreams (1989),-3.946817636489868,-1.269855260848999,12.83594036102295
"Crow, The (1994)",18.246871948242188,9.086397171020508,10.806679725646973
Naked Gun 33 1/3: The Final Insult (1994),-15.223685264587402,-3.798126220703125,-6.2882256507873535
Die Hard 2 (1990),18.93207359313965,-1.351184368133545,-19.32103729248047
Pinocchio (1940),-17.775848388671875,-15.730116844177246,-4.90535306930542
"Talented Mr. Ripley, The (1999)",-14.996895790100098,-23.357847213745117,1.3904227018356323
Sling Blade (1996),2.409115791320801,-11.057565689086914,-1.569926142692566
Some Like It Hot (1959),12.304938316345215,-23.979238510131836,-10.251738548278809
"Patriot, The (2000)",1.8176755905151367,10.760281562805176,10.173133850097656
Robin Hood: Men in Tights (1993),-0.7160202860832214,0.6840555667877197,25.929519653320312
Chasing Amy (1997),4.2234320640563965,4.278234958648682,-11.372779846191406
Galaxy Quest (1999),-21.186668395996094,-12.100616455078125,11.085060119628906
Star Trek IV: The Voyage Home (1986),16.47983169555664,21.979780197143555,-1.7143882513046265
"Bridge on the River Kwai, The (1957)",13.254597663879395,-12.300200462341309,5.721767425537109
Million Dollar Baby (2004),11.21619987487793,17.624605178833008,-6.401995658874512
Romancing the Stone (1984),-7.744478702545166,-3.132061719894409,-8.734139442443848
Singin' in the Rain (1952),4.110831260681152,-10.327481269836426,-3.870605230331421
Fantasia (1940),20.32325553894043,-14.507025718688965,-12.309663772583008
Batman Returns (1992),-7.684091567993164,-2.6424381732940674,12.450726509094238
Grosse Pointe Blank (1997),5.587169647216797,-11.539807319641113,-1.4277137517929077
"Exorcist, The (1973)",19.251121520996094,-10.295543670654297,10.893186569213867
Pleasantville (1998),14.866592407226562,-0.9491130709648132,2.8261559009552
Notting Hill (1999),13.368476867675781,-3.32287335395813,6.927253246307373
"Full Monty, The (1997)",0.38045698404312134,-27.73012924194336,4.714989185333252
City Slickers II: The Legend of Curly's Gold (1994),-12.38825798034668,6.502481937408447,-11.554887771606445
"Sting, The (1973)",6.358894348144531,-14.148701667785645,9.679888725280762
"Rocky Horror Picture Show, The (1975)",-19.823091506958008,0.8952181935310364,-4.9640913009643555
Eyes Wide Shut (1999),-5.237510681152344,-13.260668754577637,3.1523618698120117
Congo (1995),-18.649282455444336,4.856873512268066,4.785026550292969
Spirited Away (Sen to Chihiro no kamikakushi) (2001),14.23166561126709,15.820846557617188,-15.076218605041504
Ice Age (2002),13.078824043273926,21.414932250976562,-4.594841480255127
Desperado (1995),-19.73139190673828,12.073948860168457,-13.448070526123047
Boogie Nights (1997),8.873875617980957,-7.420112609863281,18.07402229309082
Unbreakable (2000),6.495559215545654,-5.909987926483154,-1.2462714910507202
"Maltese Falcon, The (1941)",14.782384872436523,-16.27204704284668,-6.7506327629089355
Wallace & Gromit: A Close Shave (1995),17.326313018798828,-7.2572455406188965,7.724231719970703
Brazil (1985),-1.0110433101654053,-9.259414672851562,-14.626770973205566
Like Water for Chocolate (Como agua para chocolate) (1992),16.00617218017578,1.021533489227295,-5.272311687469482
Star Wars: Episode III - Revenge of the Sith (2005),-4.7802886962890625,-10.281554222106934,12.594751358032227
Arachnophobia (1990),-24.283279418945312,-1.21506667137146,5.801467418670654
Blazing Saddles (1974),3.4610917568206787,0.6378588080406189,-11.876852035522461
Close Encounters of the Third Kind (1977),4.325407981872559,-1.9777419567108154,-11.713255882263184
Dragonheart (1996),-16.25185775756836,15.478493690490723,14.334587097167969
Casino Royale (2006),22.023662567138672,5.807936668395996,7.319976806640625
"Bourne Ultimatum, The (2007)",16.69645118713379,13.629730224609375,7.407426357269287
Executive Decision (1996),-13.716291427612305,10.563058853149414,4.601275444030762
Heathers (1989),-15.037812232971191,2.995232343673706,-11.535245895385742
"Pianist, The (2002)",27.18364906311035,-0.5257906317710876,-6.882035732269287
Up (2009),15.692766189575195,3.9465723037719727,-18.816987991333008
Pocahontas (1995),-2.962830066680908,8.751696586608887,5.128399848937988
Hoop Dreams (1994),8.626079559326172,-16.621471405029297,6.785613536834717
"Truth About Cats & Dogs, The (1996)",-21.11380386352539,3.823788642883301,-15.474015235900879
French Kiss (1995),-6.029390811920166,13.271556854248047,11.404970169067383
Crocodile Dundee (1986),-6.669223308563232,12.81562614440918,-3.548649787902832
Kingpin (1996),-2.9063796997070312,-3.284531593322754,-26.991273880004883
You've Got Mail (1998),-8.757594108581543,6.091518402099609,3.439065933227539
The Devil's Advocate (1997),-0.8648831248283386,3.5904178619384766,-3.492696762084961
Much Ado About Nothing (1993),16.005342483520508,3.422130584716797,1.2316197156906128
Grumpier Old Men (1995),-7.249472618103027,14.973627090454102,-7.076413631439209
Con Air (1997),-2.538889169692993,13.562275886535645,16.917972564697266
Hot Shots! Part Deux (1993),-6.452826023101807,12.529571533203125,7.944137096405029
Inglourious Basterds (2009),18.32196044921875,5.4779815673828125,-0.05598742887377739
Animal House (1978),19.75714874267578,8.080742835998535,-7.730596542358398
Harry Potter and the Goblet of Fire (2005),6.155820369720459,12.23035717010498,1.3568837642669678
300 (2007),10.910357475280762,18.218414306640625,-3.2422356605529785
"Cable Guy, The (1996)",-27.73172950744629,-1.6404873132705688,-2.047123908996582
Best in Show (2000),17.681257247924805,1.2610722780227661,-10.436997413635254
Wag the Dog (1997),-14.244584083557129,-19.810171127319336,9.633328437805176
Pirates of the Caribbean: Dead Man's Chest (2006),15.204849243164062,15.09659194946289,3.5819458961486816
Ratatouille (2007),3.3635997772216797,-4.588043689727783,-9.89690113067627
