,title,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,x-tsne,y-tsne,rating
14,Seven (a.k.a. Se7en) (1995),-0.3860693573951721,-0.17742057144641876,0.03008151240646839,0.2657665014266968,0.0016600643284618855,0.08732514083385468,0.5062680840492249,0.5605033040046692,-0.13105596601963043,-0.04479729384183884,-0.27944326400756836,-0.026428906247019768,0.34145382046699524,-0.19952580332756042,0.137356698513031,0.42424651980400085,0.20655180513858795,0.3019382953643799,0.29109084606170654,-0.14688019454479218,0.2890738248825073,-0.44330382347106934,-0.06334370374679565,-0.1918291598558426,0.3465191423892975,-0.1188025176525116,0.06597453355789185,0.07383142411708832,-0.06805651634931564,-0.1274116188287735,0.22957538068294525,-0.2362378090620041,0.16547678411006927,0.039665330201387405,-0.2580610513687134,-0.09298928827047348,-0.14461930096149445,-0.0058211106806993484,0.4426895081996918,-0.22531463205814362,0.16714541614055634,0.19020318984985352,0.3346855044364929,0.3089351952075958,-0.015165957622230053,-0.07303047180175781,0.29725176095962524,0.03538666293025017,0.07025562971830368,-0.09625958651304245,-20.530132293701172,4.740368366241455,4.0
15,"Usual Suspects, The (1995)",-0.29087430238723755,-0.18563537299633026,0.29157423973083496,-0.06501739472150803,-0.2914361357688904,-0.17810331284999847,0.12652766704559326,0.33786359429359436,0.36582985520362854,-0.09607138484716415,0.08654219657182693,-0.21588648855686188,0.15651698410511017,-0.22475142776966095,0.04507813975214958,0.16264355182647705,0.3134671151638031,0.23125244677066803,0.021568380296230316,0.3910103142261505,0.13754257559776306,0.16187907755374908,0.23070473968982697,0.042006246745586395,0.017010752111673355,-0.3660045266151428,0.34230029582977295,0.3915245532989502,0.42269518971443176,-0.46272212266921997,0.08223441988229752,-0.2844866216182709,0.1680237501859665,-0.1905553936958313,-0.2598702907562256,-0.29193970561027527,0.18181470036506653,0.0649639293551445,0.3014166057109833,-0.2277805656194687,0.16317488253116608,0.3353276252746582,0.7269659042358398,0.09425779432058334,-0.14578472077846527,0.21905705332756042,0.2687323987483978,0.014397173188626766,-0.011033064685761929,0.10123617947101593,-8.926417350769043,15.60634994506836,4.0
16,Home for the Holidays (1995),0.09071122109889984,0.05277155339717865,-0.34792980551719666,0.3781379759311676,0.04200056940317154,-0.2328924685716629,-0.18487580120563507,0.11049041897058487,0.22602838277816772,-0.29777830839157104,0.05658256262540817,-0.3150086998939514,0.3565314710140228,0.19767142832279205,0.05414951220154762,0.011946259997785091,0.4200618863105774,-0.19790969789028168,0.028642864897847176,0.17882229387760162,0.0495687834918499,-0.2884563207626343,-0.1272830367088318,0.026171712204813957,0.045803509652614594,0.11757633090019226,0.08375628292560577,-0.3389625549316406,-0.37888818979263306,0.0367157943546772,0.3126712441444397,0.3330233097076416,0.029540084302425385,-0.438141405582428,-0.23530611395835876,0.13459539413452148,-0.05463070422410965,-0.05161653831601143,0.13323962688446045,-0.1173790991306305,-0.30578845739364624,-0.06451348215341568,0.033181797713041306,0.06539594382047653,-0.07972961664199829,0.23064805567264557,0.12367541342973709,-0.10058458149433136,-0.20010048151016235,0.1183016374707222,16.164417266845703,1.9074846506118774,4.0
17,Angels and Insects (1995),0.007729158736765385,-0.10898704081773758,0.32060182094573975,0.12169045954942703,-0.3021845817565918,0.0363612100481987,0.03390408307313919,0.22724825143814087,0.03467075899243355,0.1723116934299469,0.2770915925502777,0.035785455256700516,-0.31651395559310913,0.013410179875791073,0.2711719870567322,-0.28236299753189087,0.07317269593477249,0.29172131419181824,0.20097124576568604,-0.007783672772347927,-0.005141605623066425,0.3584252893924713,-0.07333645969629288,-0.15945157408714294,0.0901203379034996,-0.033350374549627304,0.21634075045585632,0.008765536360442638,-0.29257887601852417,-0.12022340297698975,0.04470731317996979,-0.028218181803822517,0.49008363485336304,0.21755173802375793,-0.019935863092541695,0.10554911941289902,0.052068620920181274,-0.27559903264045715,-0.0567181259393692,0.07324347645044327,0.16762703657150269,0.23649290204048157,0.3110767900943756,0.0735391303896904,-0.20169419050216675,-0.1983867734670639,-0.24825960397720337,-0.35336053371429443,-0.031292639672756195,-0.10661579668521881,5.910395622253418,-3.7279841899871826,3.0
18,Beautiful Girls (1996),0.04713088274002075,-0.36246779561042786,0.5840413570404053,-0.3685949146747589,-0.4904564619064331,0.38061174750328064,-0.04728836938738823,-0.47360485792160034,0.16863106191158295,0.12437828630208969,-0.2150757908821106,-0.003459649160504341,-0.1777523010969162,-0.19552361965179443,-0.04356919601559639,0.04251975566148758,-0.26487207412719727,0.06323482096195221,0.2718185782432556,0.16058669984340668,-0.12423206120729446,-0.13253872096538544,-0.01925734244287014,0.027042889967560768,-0.13050194084644318,-0.4115808308124542,0.31812480092048645,0.0948214903473854,0.17618103325366974,-0.21056099236011505,0.04238628223538399,0.01529249083250761,0.13586242496967316,0.2947383522987366,0.07678205519914627,-0.07687581330537796,-0.1502057909965515,0.08277737349271774,-0.053342919796705246,-0.22928766906261444,0.3024824857711792,0.051203399896621704,-0.19007983803749084,0.09717351198196411,-0.35740113258361816,0.09856897592544556,-0.327769935131073,0.00385377649217844,-0.09756667912006378,-0.338302880525589,-20.80356216430664,8.157342910766602,3.5
19,Taxi Driver (1976),0.16398732364177704,0.16696257889270782,-0.2587498724460602,-0.029948821291327477,-0.11807382106781006,0.3084798753261566,0.3468855917453766,0.4414014220237732,0.048766765743494034,-0.3436377942562103,0.10691940039396286,-0.24911224842071533,-0.022673116996884346,5.523382424144074e-05,0.27996549010276794,-0.34314805269241333,0.08938363939523697,0.3121538758277893,-0.40969449281692505,0.01661698892712593,-0.40688613057136536,0.34875693917274475,-0.25657010078430176,-0.16656911373138428,-0.30414193868637085,-0.11893363296985626,0.11675474792718887,0.11264761537313461,0.363349586725235,-0.45507675409317017,0.47293490171432495,0.2201860398054123,0.5421931147575378,-0.31005993485450745,-0.2014874815940857,-0.223028302192688,0.08471105992794037,-0.39143502712249756,0.2205999344587326,0.3303523063659668,0.23735591769218445,0.18360662460327148,0.13650724291801453,0.11475466191768646,-0.18288560211658478,0.2983764410018921,0.22313687205314636,0.022829828783869743,0.4269791543483734,-0.2780369520187378,7.427280426025391,28.735544204711914,5.0
20,Anne Frank Remembered (1995),-0.11999329924583435,0.24227674305438995,0.06814350187778473,0.255149245262146,0.22476333379745483,0.2545152008533478,0.46848705410957336,0.24414747953414917,0.13051344454288483,-0.3949987590312958,0.21017883718013763,-0.15587234497070312,-0.16305692493915558,-0.08209701627492905,0.10583267360925674,0.04550600424408913,-0.0034850407391786575,0.18629300594329834,-0.025402303785085678,-0.029943261295557022,0.06437130272388458,-0.18343764543533325,0.32159164547920227,0.06865476071834564,-0.06562601774930954,-0.3103528320789337,0.19352169334888458,0.050026942044496536,-0.1431082785129547,-0.13616718351840973,0.46764054894447327,0.056099534034729004,-0.05294313654303551,0.001322695054113865,-0.3506326377391815,0.20521701872348785,-0.20511044561862946,-0.15006224811077118,0.0661001205444336,0.1976695954799652,0.17068468034267426,0.09432997554540634,0.0040658097714185715,0.3913322985172272,-0.01625468209385872,-0.0011848402209579945,0.011321318335831165,-0.0859813541173935,-0.024890262633562088,0.3279096782207489,25.739898681640625,14.974931716918945,4.5
21,Chungking Express (Chung Hing sam lam) (1994),-0.091428741812706,-0.1717153787612915,0.4089808166027069,0.2118207961320877,0.3388230502605438,0.1859482228755951,0.17650386691093445,0.14399263262748718,0.05338636040687561,-0.07825303077697754,-0.22710926830768585,0.09283026307821274,-0.06796742230653763,-0.333325058221817,-0.12435885518789291,0.06342998892068863,0.28884610533714294,-0.03874373435974121,-0.03612450137734413,-0.008015075698494911,0.22870275378227234,0.04717635735869408,-0.1616039127111435,0.23874668776988983,-0.1140369102358818,-0.11385641992092133,0.21338967978954315,0.364736944437027,0.22308418154716492,0.02102627046406269,0.10941404849290848,0.01952202245593071,0.09743896126747131,0.2178933173418045,-0.33820387721061707,0.1432701051235199,0.08608943969011307,0.05677444487810135,-0.1836797147989273,0.2607215940952301,-0.3505248427391052,0.07863649725914001,0.25786375999450684,0.2179059535264969,-0.10296721011400223,-0.10396838188171387,0.1788690984249115,0.15997152030467987,-0.13741864264011383,-0.2527429461479187,-15.435725212097168,21.11186981201172,4.0
22,Flirting With Disaster (1996),0.24019792675971985,0.00705621438100934,0.07407370209693909,-0.2720780074596405,0.36205658316612244,0.34643909335136414,0.29254356026649475,-0.008117753081023693,0.22930966317653656,-0.14942048490047455,0.024513401091098785,-0.08509627729654312,0.032754551619291306,-0.1168588250875473,0.14182189106941223,-0.08950498700141907,0.20144659280776978,-0.31134986877441406,0.31004148721694946,0.4995051622390747,-0.32290685176849365,-0.19578300416469574,0.06485944241285324,-0.03870420530438423,-0.07521430402994156,0.027234479784965515,0.04000764712691307,-0.04981621727347374,-0.21332284808158875,-0.05777188763022423,0.3279480040073395,0.2021692991256714,-0.12204992026090622,0.2728540897369385,-0.07694105058908463,-0.2512275278568268,-0.5482005476951599,0.1190367266535759,-0.0008139853016473353,-0.15588116645812988,-0.17990410327911377,-0.2220732867717743,-0.06120983138680458,0.13648898899555206,-0.2416543811559677,0.13639697432518005,0.04997797682881355,0.16088417172431946,-0.03056412748992443,0.22922667860984802,12.273296356201172,9.336381912231445,5.0
23,"Birdcage, The (1996)",-0.021787935867905617,-0.45736679434776306,0.4387173652648926,-0.15629075467586517,0.05723686143755913,-0.12231464684009552,0.06680602580308914,0.11151908338069916,-0.3989976942539215,-0.44338369369506836,-0.3764713406562805,0.24710306525230408,-0.14295245707035065,-0.21932083368301392,0.06765378266572952,-0.09359082579612732,-0.3075370788574219,-0.07867583632469177,-0.25990888476371765,-0.3368302583694458,0.24502724409103394,0.059815943241119385,0.19975565373897552,0.024115005508065224,-0.1133495345711708,-0.10937820374965668,0.14382922649383545,0.18975095450878143,0.0061346092261374,-0.0006527341320179403,0.01690390706062317,0.43454018235206604,0.05970693752169609,-0.03172103315591812,-0.3486796021461487,0.18063698709011078,-0.015176658518612385,0.19850759208202362,0.22296610474586487,0.047106727957725525,0.23507049679756165,-0.09524907171726227,0.10885873436927795,-0.10486753284931183,0.0019072762224823236,-0.07670826464891434,-0.03068535216152668,-0.03682538494467735,0.25887203216552734,0.20747052133083344,-3.9260237216949463,-13.369759559631348,1.0
24,"Brothers McMullen, The (1995)",0.07478327304124832,0.17079859972000122,0.08704683929681778,0.19535018503665924,0.44562071561813354,-0.07738737761974335,0.20469869673252106,-0.07126504927873611,0.12105248868465424,-0.06135091930627823,0.13343863189220428,0.09429340064525604,-0.044705357402563095,-0.3231315612792969,-0.24260911345481873,0.09265469759702682,0.4170544743537903,0.19928884506225586,0.2319825291633606,0.246998131275177,-0.22736163437366486,0.18235176801681519,-0.5612346529960632,0.1523277461528778,-0.09719057381153107,0.16613726317882538,0.03215610235929489,-0.24789339303970337,0.281576931476593,-0.0830325335264206,0.000129052103147842,0.0825282409787178,0.051143404096364975,0.07505276054143906,0.11309388279914856,-0.023353250697255135,0.21559754014015198,0.02365441992878914,-0.1749306172132492,0.3063192367553711,-0.05801026523113251,-0.3487090766429901,0.07014010101556778,0.027082907035946846,-0.26383256912231445,0.28468331694602966,0.3169315457344055,-0.08175762742757797,0.31552159786224365,-0.03633047267794609,0.6661380529403687,0.403300017118454,2.0
25,Apollo 13 (1995),0.1590246856212616,0.03448792174458504,0.12542176246643066,-0.03894231468439102,-0.08825889974832535,0.09725484251976013,-0.13156504929065704,0.05339698866009712,0.048751238733530045,0.09660322964191437,-0.24342072010040283,-0.3133155107498169,-0.15737725794315338,-0.364677757024765,0.007628899533301592,-0.04088655859231949,-0.09789437800645828,-0.042100585997104645,0.10276389122009277,-0.16420120000839233,0.3565232753753662,-0.04712456837296486,-0.11609554290771484,0.03775087371468544,0.01070056390017271,-0.4381483197212219,0.2538110315799713,-0.33880752325057983,-0.2035730928182602,0.1572488695383072,-0.3130359947681427,-0.09458429366350174,-0.4868655502796173,-0.19225268065929413,-0.1325085461139679,-0.0794515460729599,-0.10783234238624573,0.17023956775665283,0.2964756190776825,0.511385440826416,0.20204198360443115,-0.028373487293720245,-0.011918739415705204,0.29361122846603394,0.18264903128147125,0.18424557149410248,-0.06053885072469711,-0.10837092250585556,0.1617404967546463,-0.003939940594136715,4.943363189697266,-14.69624137878418,4.0
26,Batman Forever (1995),-0.20468302071094513,0.10907009243965149,-0.18258140981197357,-0.22095820307731628,-0.18811775743961334,0.05834644287824631,0.062429025769233704,-0.12458989769220352,0.004227127879858017,-0.21054190397262573,-0.14775341749191284,-5.091981802252121e-05,-0.2019522488117218,-0.04736737906932831,0.1714925467967987,0.41852235794067383,-0.22263409197330475,0.38990074396133423,0.05003252997994423,-0.33595430850982666,0.05027789995074272,0.362234890460968,-0.1305665522813797,0.28936925530433655,0.16130781173706055,0.041070643812417984,0.1110478937625885,-0.1249811202287674,0.34629026055336,0.027243318036198616,-0.3495703339576721,0.007635138463228941,-0.3370321989059448,0.09512993693351746,0.23199136555194855,0.2555769681930542,0.1548364907503128,-0.21772752702236176,0.11852868646383286,0.008152705617249012,0.3807999789714813,-0.231890007853508,-0.3387312889099121,-0.16854074597358704,-0.015020516701042652,-0.15282028913497925,-0.2702375650405884,-0.022720016539096832,-0.18351007997989655,0.323027104139328,8.068709373474121,-17.376501083374023,2.0
