,title,x-tsne,y-tsne,bias,bias_bin,colors
38,Ace Ventura: Pet Detective (1994),-0.015591515228152275,-5.305513858795166,-0.1261371523141861,1,green
39,Shrek (2001),-15.766772270202637,0.8045514822006226,0.32550254464149475,3,red
40,Mission: Impossible (1996),-9.843299865722656,-11.889458656311035,0.23044665157794952,2,yellow
41,Groundhog Day (1993),0.38368162512779236,12.694339752197266,0.4069596230983734,3,red
42,Titanic (1997),-9.127432823181152,-7.0901689529418945,0.05923257768154144,2,yellow
43,"Princess Bride, The (1987)",0.4015894830226898,3.1730003356933594,0.5528787970542908,3,red
44,Gladiator (2000),-9.97177791595459,8.019468307495117,0.4274153411388397,3,red
45,E.T. the Extra-Terrestrial (1982),-2.1188297271728516,18.1962833404541,0.24070850014686584,2,yellow
46,Dumb & Dumber (Dumb and Dumber) (1994),-2.1865200996398926,-0.6961698532104492,-0.03323981165885925,1,green
47,"Terminator, The (1984)",1.9133493900299072,13.95217514038086,0.3747686445713043,3,red
48,"Mask, The (1994)",-1.1370657682418823,-7.467809677124023,-0.06515819579362869,1,green
49,Good Will Hunting (1997),-11.07060432434082,11.480567932128906,0.4473651945590973,3,red
50,Mrs. Doubtfire (1993),3.8079588413238525,-6.4696149826049805,0.10159651190042496,2,yellow
51,Die Hard (1988),-4.3441243171691895,19.519533157348633,0.3420715630054474,3,red
52,Twister (1996),-1.30808424949646,-16.32786750793457,0.11667823791503906,2,yellow
53,Babe (1995),0.9925429224967957,21.871381759643555,0.12538795173168182,2,yellow
54,Willy Wonka & the Chocolate Factory (1971),15.614424705505371,-0.10618697106838226,0.2663569152355194,2,yellow
55,Pretty Woman (1990),-5.262624740600586,-6.726112365722656,0.20238527655601501,2,yellow
56,Ghostbusters (a.k.a. Ghost Busters) (1984),1.3864428997039795,2.8663127422332764,0.3202470541000366,3,red
57,Indiana Jones and the Last Crusade (1989),-6.494558334350586,6.198238849639893,0.47289133071899414,3,red
58,Blade Runner (1982),5.374396324157715,7.893309593200684,0.33944156765937805,3,red
59,Stargate (1994),-8.118233680725098,-12.501863479614258,0.08409002423286438,2,yellow
60,Monty Python and the Holy Grail (1975),-2.7751307487487793,12.704046249389648,0.43893468379974365,3,red
61,One Flew Over the Cuckoo's Nest (1975),2.733637571334839,18.85262107849121,0.43705838918685913,3,red
62,Die Hard: With a Vengeance (1995),-0.8369406461715698,-3.132673501968384,0.14609339833259583,2,yellow
63,Pirates of the Caribbean: The Curse of the Black Pearl (2003),-16.140270233154297,0.07699935138225555,0.3210776448249817,3,red
64,Star Wars: Episode I - The Phantom Menace (1999),-4.386517524719238,-9.301863670349121,-0.004046160262078047,1,green
65,"Truman Show, The (1998)",-9.280139923095703,2.460958480834961,0.39290109276771545,3,red
66,"Rock, The (1996)",-3.9105913639068604,-5.814662933349609,0.23220939934253693,2,yellow
67,"Godfather: Part II, The (1974)",-0.30860865116119385,23.465652465820312,0.6740071177482605,4,black
68,Spider-Man (2002),-16.187929153442383,-0.5191638469696045,0.10742145776748657,2,yellow
69,Ferris Bueller's Day Off (1986),-4.313957691192627,17.259496688842773,0.45495152473449707,3,red
70,Memento (2000),-7.785849571228027,16.711666107177734,0.5003810524940491,3,red
71,Reservoir Dogs (1992),2.3402600288391113,20.596975326538086,0.4916532337665558,3,red
72,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),-0.15068796277046204,10.608135223388672,0.5529211759567261,3,red
73,Goodfellas (1990),2.4890096187591553,8.98299503326416,0.3563324511051178,3,red
74,"Monsters, Inc. (2001)",-11.985711097717285,6.596609592437744,0.33776700496673584,3,red
75,Ocean's Eleven (2001),-9.179281234741211,3.143146276473999,0.3923923671245575,3,red
76,Home Alone (1990),-3.778217315673828,-7.213386058807373,-0.01359427347779274,1,green
77,Batman Forever (1995),-15.851266860961914,-5.574790954589844,-0.11136811971664429,1,green
78,X-Men (2000),-11.396982192993164,-12.858409881591797,0.25787046551704407,2,yellow
79,Alien (1979),1.4980131387710571,9.340863227844238,0.40437227487564087,3,red
80,Ghost (1990),-5.424952983856201,-6.804962158203125,0.03364138305187225,2,yellow
81,"Incredibles, The (2004)",-12.167590141296387,6.513852119445801,0.3714580237865448,3,red
82,Being John Malkovich (1999),0.041446126997470856,19.52421760559082,0.2851131856441498,2,yellow
83,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",2.3385114669799805,12.358179092407227,0.5372382998466492,3,red
84,Toy Story 2 (1999),2.3385331630706787,2.8339076042175293,0.20312459766864777,2,yellow
85,Interview with the Vampire: The Vampire Chronicles (1994),-0.2066015750169754,-6.148877143859863,0.18991892039775848,2,yellow
86,L.A. Confidential (1997),12.527727127075195,8.985879898071289,0.4993932247161865,3,red
87,Aliens (1986),1.8757562637329102,9.414300918579102,0.35240375995635986,3,red
88,Sleepless in Seattle (1993),-0.8055676221847534,-6.062152862548828,0.08743873983621597,2,yellow
89,Trainspotting (1996),0.48460331559181213,9.494590759277344,0.41963255405426025,3,red
90,2001: A Space Odyssey (1968),6.066187381744385,15.555427551269531,0.24487395584583282,2,yellow
91,There's Something About Mary (1998),-2.1963348388671875,8.521495819091797,0.20727357268333435,2,yellow
92,Finding Nemo (2003),-8.912826538085938,6.018723011016846,0.2964043617248535,2,yellow
93,GoldenEye (1995),-10.117591857910156,-10.473852157592773,0.22986763715744019,2,yellow
94,Four Weddings and a Funeral (1994),19.875106811523438,9.539563179016113,0.2473941147327423,2,yellow
95,"Clockwork Orange, A (1971)",14.256545066833496,11.52834415435791,0.250483900308609,2,yellow
96,Shakespeare in Love (1998),2.660583734512329,16.582592010498047,0.2862781584262848,2,yellow
97,"Dark Knight, The (2008)",-6.965299129486084,7.7131195068359375,0.42180487513542175,3,red
98,"Big Lebowski, The (1998)",2.506500482559204,12.674739837646484,0.3991769552230835,3,red
99,Clueless (1995),-8.519207954406738,14.806303977966309,0.17997726798057556,2,yellow
100,Rain Man (1988),-4.413450241088867,12.560406684875488,0.3714374899864197,3,red
101,Taxi Driver (1976),10.994140625,18.20349884033203,0.45761704444885254,3,red
102,"Fifth Element, The (1997)",-13.255640029907227,7.0753912925720215,0.2437189221382141,2,yellow
103,Casablanca (1942),4.548795700073242,18.259845733642578,0.6018290519714355,3,red
104,"Breakfast Club, The (1985)",-2.4283299446105957,4.050897121429443,0.43749967217445374,3,red
105,"Wizard of Oz, The (1939)",14.198092460632324,-3.8881194591522217,0.3882518708705902,3,red
106,Minority Report (2002),-6.811112880706787,6.194272518157959,0.18836070597171783,2,yellow
107,Clear and Present Danger (1994),-2.7902278900146484,0.18788638710975647,0.44937801361083984,3,red
108,"Beautiful Mind, A (2001)",-18.03261375427246,-1.7632088661193848,0.3487309515476227,3,red
109,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",5.730073928833008,10.35361099243164,0.39883172512054443,3,red
110,Star Trek: Generations (1994),-7.094568252563477,-9.846813201904297,0.04130584001541138,2,yellow
111,Armageddon (1998),-9.130454063415527,-10.333256721496582,-0.11907637119293213,1,green
112,Waterworld (1995),-3.9253718852996826,-20.431007385253906,-0.17864300310611725,1,green
113,Apocalypse Now (1979),1.0590111017227173,17.575199127197266,0.3463849723339081,3,red
114,Stand by Me (1986),-5.942974090576172,8.07343578338623,0.5401632189750671,3,red
115,Austin Powers: The Spy Who Shagged Me (1999),4.19302225112915,2.021956443786621,-0.02307797409594059,1,green
116,Kill Bill: Vol. 1 (2003),-6.2655348777771,9.64663314819336,0.1819428950548172,2,yellow
117,American Pie (1999),-9.205506324768066,-4.705166816711426,-0.023343468084931374,1,green
118,Inception (2010),-11.587284088134766,8.708372116088867,0.33662495017051697,3,red
119,Outbreak (1995),-9.595795631408691,-20.106306076049805,0.057529937475919724,2,yellow
120,"Firm, The (1993)",-2.912322998046875,-6.023605823516846,0.27176135778427124,2,yellow
121,Clerks (1994),-4.311376094818115,15.135605812072754,0.2295985072851181,2,yellow
122,Jaws (1975),-5.2025604248046875,11.449226379394531,0.3336206078529358,3,red
123,Who Framed Roger Rabbit? (1988),1.5316110849380493,2.4284963607788086,0.2669382095336914,2,yellow
124,Big (1988),-6.945915222167969,6.041472434997559,0.38319581747055054,3,red
125,Austin Powers: International Man of Mystery (1997),-1.891671061515808,-3.4005227088928223,0.007868034765124321,1,green
126,Jumanji (1995),-1.3917163610458374,-8.401558876037598,0.04215146228671074,2,yellow
127,Natural Born Killers (1994),4.14364767074585,-9.476311683654785,0.07265011221170425,2,yellow
128,American History X (1998),-6.602446556091309,11.466862678527832,0.37285923957824707,3,red
129,Airplane! (1980),17.96297264099121,7.642304420471191,0.19638164341449738,2,yellow
130,Eternal Sunshine of the Spotless Mind (2004),2.4651594161987305,12.59830379486084,0.4976033568382263,3,red
131,Cliffhanger (1993),-3.257906913757324,-5.845945835113525,-0.09233900904655457,1,green
132,Jerry Maguire (1996),-5.5207200050354,0.6886146664619446,0.41497379541397095,3,red
133,Office Space (1999),12.265576362609863,7.858165740966797,0.29662129282951355,2,yellow
134,"Bug's Life, A (1998)",-5.513731002807617,5.584115028381348,0.19252312183380127,2,yellow
135,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),-12.62464427947998,-0.8082274794578552,0.19512315094470978,2,yellow
136,Batman Begins (2005),-12.649943351745605,4.183053970336914,0.2863676846027374,2,yellow
137,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),11.096724510192871,18.155384063720703,0.48567286133766174,3,red
138,Total Recall (1990),-4.2731614112854,-0.7239378690719604,0.2695077359676361,2,yellow
139,Dead Man Walking (1995),-18.936752319335938,11.585155487060547,0.533854603767395,3,red
140,Beetlejuice (1988),-6.2709856033325195,1.8068757057189941,0.10698556900024414,2,yellow
141,Heat (1995),-4.472212791442871,0.7172818779945374,0.44202107191085815,3,red
142,Full Metal Jacket (1987),0.7228541970252991,13.797920227050781,0.3927377760410309,3,red
143,"Green Mile, The (1999)",-5.943475723266602,3.5893006324768066,0.3787025511264801,3,red
144,Kill Bill: Vol. 2 (2004),-11.800094604492188,10.080300331115723,0.15862567722797394,2,yellow
145,"Net, The (1995)",-3.05417799949646,-19.727500915527344,-0.13245777785778046,1,green
146,"Shining, The (1980)",-3.13016414642334,19.703956604003906,0.40858176350593567,3,red
147,Leaving Las Vegas (1995),6.911144733428955,3.345947504043579,0.2696284353733063,2,yellow
148,While You Were Sleeping (1995),2.7507166862487793,1.9877939224243164,0.17338034510612488,2,yellow
149,Amadeus (1984),-5.199853420257568,17.172775268554688,0.4369838237762451,3,red
150,"Bourne Identity, The (2002)",-9.596991539001465,5.904355049133301,0.30779463052749634,3,red
151,Catch Me If You Can (2002),-10.960156440734863,3.754539966583252,0.43592119216918945,3,red
152,Life Is Beautiful (La Vita è bella) (1997),-18.662275314331055,1.4235373735427856,0.4721599817276001,3,red
153,Chicken Run (2000),-0.9031497240066528,12.043601036071777,0.09907632321119308,2,yellow
154,Back to the Future Part II (1989),-2.5478451251983643,-0.8990458846092224,0.17100711166858673,2,yellow
155,Almost Famous (2000),-3.8784685134887695,8.088090896606445,0.3923543095588684,3,red
156,As Good as It Gets (1997),9.34383773803711,10.809566497802734,0.25782060623168945,2,yellow
157,Indiana Jones and the Temple of Doom (1984),16.798412322998047,1.6985106468200684,0.2870717942714691,2,yellow
158,"Hunt for Red October, The (1990)",-6.963592052459717,3.2751076221466064,0.38575372099876404,3,red
159,"O Brother, Where Art Thou? (2000)",-1.8604985475540161,19.997310638427734,0.30717289447784424,3,red
160,Cast Away (2000),-1.7477267980575562,-7.192976474761963,0.2318589687347412,2,yellow
161,Dead Poets Society (1989),-5.027045726776123,6.061270236968994,0.2546280324459076,2,yellow
162,Snatch (2000),-10.191254615783691,13.70425796508789,0.37522074580192566,3,red
163,Demolition Man (1993),2.4801440238952637,-15.42490005493164,-0.10778625309467316,1,green
164,Get Shorty (1995),-0.9383187294006348,2.957411050796509,0.16381190717220306,2,yellow
165,Happy Gilmore (1996),-1.0422677993774414,-12.419706344604492,0.07253824919462204,2,yellow
166,Back to the Future Part III (1990),-15.460824966430664,-7.119076728820801,0.013230744749307632,2,yellow
167,"Blues Brothers, The (1980)",-9.681242942810059,14.49764347076416,0.3292667269706726,3,red
168,"Birdcage, The (1996)",-5.435171604156494,2.2132630348205566,0.0688549131155014,2,yellow
169,Donnie Darko (2001),-3.424017906188965,9.680668830871582,0.4045802354812622,3,red
170,Broken Arrow (1996),-2.7626471519470215,-9.38991928100586,-0.06551859527826309,1,green
171,Contact (1997),11.191492080688477,1.2921596765518188,0.2566646337509155,2,yellow
172,Ace Ventura: When Nature Calls (1995),-2.238929271697998,-12.22219181060791,-0.2246137410402298,1,green
173,Rear Window (1954),9.804250717163086,19.071292877197266,0.6000679731369019,3,red
174,Monty Python's Life of Brian (1979),3.033536434173584,13.734973907470703,0.25629478693008423,2,yellow
175,Lethal Weapon (1987),-5.064199447631836,2.7425363063812256,0.10820312052965164,2,yellow
176,Grease (1978),-8.132469177246094,0.6717633605003357,0.12782610952854156,2,yellow
177,Quiz Show (1994),12.007534980773926,6.972418308258057,0.2855098247528076,2,yellow
178,"Nightmare Before Christmas, The (1993)",2.7111306190490723,-9.751668930053711,0.2688538730144501,2,yellow
179,Dave (1993),-2.0177249908447266,-0.032995209097862244,0.2231781929731369,2,yellow
180,"Graduate, The (1967)",2.8646514415740967,15.508149147033691,0.37654924392700195,3,red
181,"Fish Called Wanda, A (1988)",-3.095470666885376,11.499749183654785,0.3811870813369751,3,red
182,Edward Scissorhands (1990),-6.673811912536621,1.671769142150879,0.39592355489730835,3,red
183,Casino (1995),1.4702197313308716,13.59103775024414,0.2658289670944214,2,yellow
184,What's Eating Gilbert Grape (1993),-2.5500152111053467,16.537036895751953,0.35450229048728943,3,red
185,Meet the Parents (2000),-10.562102317810059,4.708880424499512,0.04919200763106346,2,yellow
186,High Fidelity (2000),5.130380630493164,14.260354042053223,0.26149046421051025,2,yellow
187,Mr. Holland's Opus (1995),-12.869565963745117,-14.332536697387695,0.3036092221736908,2,yellow
188,North by Northwest (1959),6.439280033111572,19.6157169342041,0.3800240457057953,3,red
189,When Harry Met Sally... (1989),11.07928466796875,6.713093280792236,0.4023923873901367,3,red
190,Philadelphia (1993),-4.111600875854492,-4.34293794631958,0.32881754636764526,3,red
191,Sense and Sensibility (1995),9.117749214172363,12.822770118713379,0.3696722388267517,3,red
192,"Blair Witch Project, The (1999)",9.354531288146973,-15.614551544189453,-0.2227911800146103,1,green
193,Lost in Translation (2003),-2.631418228149414,19.88299560546875,0.2884542644023895,2,yellow
194,Erin Brockovich (2000),-5.410411357879639,5.394914150238037,0.12483234703540802,2,yellow
195,Citizen Kane (1941),3.961834669113159,17.33384132385254,0.45952513813972473,3,red
196,"Departed, The (2006)",-4.693672180175781,12.614509582519531,0.4135185778141022,3,red
197,Harry Potter and the Prisoner of Azkaban (2004),-11.896652221679688,-1.4479343891143799,0.29780295491218567,2,yellow
198,Gattaca (1997),-14.508191108703613,-0.5951500535011292,0.21064700186252594,2,yellow
199,Spider-Man 2 (2004),-4.858762741088867,3.406564950942993,0.16621850430965424,2,yellow
200,Face/Off (1997),-0.9737486243247986,-5.71052360534668,0.14491507411003113,2,yellow
201,Star Wars: Episode II - Attack of the Clones (2002),-10.199821472167969,-10.514630317687988,-0.0989227220416069,1,green
202,Star Trek: First Contact (1996),-5.10390567779541,-7.849179744720459,0.4524533748626709,3,red
203,This Is Spinal Tap (1984),6.318658351898193,12.25950813293457,0.3522164225578308,3,red
204,"Matrix Reloaded, The (2003)",-21.412090301513672,-6.940201759338379,0.02126733399927616,2,yellow
205,"American President, The (1995)",-10.970255851745605,-9.48173999786377,0.24636833369731903,2,yellow
206,X2: X-Men United (2003),-15.893983840942383,0.6679558753967285,0.2474527657032013,2,yellow
207,Shrek 2 (2004),-15.900687217712402,0.6459360718727112,0.15942220389842987,2,yellow
208,Mission: Impossible II (2000),-10.667559623718262,-14.241388320922852,-0.10146021842956543,1,green
209,Harry Potter and the Chamber of Secrets (2002),-11.12019157409668,-1.8535743951797485,0.26509860157966614,2,yellow
210,"Sound of Music, The (1965)",-9.556999206542969,10.12016773223877,0.3529340922832489,3,red
211,To Kill a Mockingbird (1962),-4.070680141448975,13.109129905700684,0.5692358613014221,3,red
212,Crimson Tide (1995),-3.774451494216919,5.567266941070557,0.3514210879802704,3,red
213,In the Line of Fire (1993),-4.926546573638916,5.078490734100342,0.36043378710746765,3,red
214,Annie Hall (1977),9.171628952026367,8.176876068115234,0.23700577020645142,2,yellow
215,Mars Attacks! (1996),-14.021109580993652,-6.586333751678467,-0.1293964684009552,1,green
216,Sin City (2005),-7.159041404724121,10.765073776245117,0.38545677065849304,3,red
217,Run Lola Run (Lola rennt) (1998),-0.6518614888191223,10.141035079956055,0.4187483787536621,3,red
218,Election (1999),4.8091559410095215,15.947084426879883,0.33358219265937805,3,red
219,Charlie's Angels (2000),-15.029879570007324,-11.93620777130127,-0.21003665030002594,1,green
220,"Mummy, The (1999)",-12.236207008361816,-10.304911613464355,0.08385152369737625,2,yellow
221,Dogma (1999),4.092081546783447,1.1069090366363525,0.0025061515625566244,1,green
222,"Little Mermaid, The (1989)",-10.786463737487793,-9.32889461517334,0.21726718544960022,2,yellow
223,"Untouchables, The (1987)",-5.549520969390869,7.127506732940674,0.3055371940135956,2,yellow
224,Ed Wood (1994),6.41091251373291,15.957710266113281,0.26185309886932373,2,yellow
225,"Piano, The (1993)",8.478446006774902,0.6631932854652405,0.2356758862733841,2,yellow
226,Mary Poppins (1964),13.06399154663086,6.132794380187988,0.507554829120636,3,red
227,Psycho (1960),5.8083014488220215,15.158496856689453,0.40096768736839294,3,red
228,"Game, The (1997)",6.138329982757568,-9.931574821472168,0.44142645597457886,3,red
229,Little Miss Sunshine (2006),-16.762271881103516,3.965278387069702,0.42178580164909363,3,red
230,My Cousin Vinny (1992),12.439560890197754,10.529891014099121,0.2534289062023163,2,yellow
231,"Honey, I Shrunk the Kids (1989)",1.6030898094177246,-7.591672897338867,-0.1869519054889679,1,green
232,WALL·E (2008),18.104597091674805,14.03371524810791,0.1422150880098343,2,yellow
233,Chinatown (1974),5.727267265319824,17.583667755126953,0.3295826315879822,3,red
234,Ransom (1996),-4.322091579437256,-4.804900169372559,0.2532590627670288,2,yellow
235,"Few Good Men, A (1992)",-6.7068257331848145,15.241969108581543,0.29151588678359985,2,yellow
236,Iron Man (2008),-8.356794357299805,8.600714683532715,0.3340322971343994,3,red
237,Superman (1978),-4.442726135253906,2.8662362098693848,0.12705785036087036,2,yellow
238,"Christmas Story, A (1983)",7.249617099761963,21.075817108154297,0.4974524974822998,3,red
239,Wallace & Gromit: The Wrong Trousers (1993),-5.205498695373535,8.58670425415039,0.41728344559669495,3,red
240,"South Park: Bigger, Longer and Uncut (1999)",18.04286003112793,-5.264542102813721,0.22954252362251282,2,yellow
241,Butch Cassidy and the Sundance Kid (1969),-0.7786057591438293,16.589111328125,0.31699371337890625,3,red
242,Wayne's World (1992),9.689403533935547,-3.6423463821411133,0.1614505797624588,2,yellow
243,"Bourne Supremacy, The (2004)",-7.163687229156494,2.8284623622894287,0.4062216281890869,3,red
244,12 Angry Men (1957),0.31306880712509155,11.772869110107422,0.6569247841835022,4,black
245,"English Patient, The (1996)",19.998891830444336,-4.568869590759277,0.1544772982597351,2,yellow
246,Top Gun (1986),0.10778416693210602,-1.2887377738952637,0.12609484791755676,2,yellow
247,"Lock, Stock & Two Smoking Barrels (1998)",-14.039501190185547,5.9678568840026855,0.36541005969047546,3,red
248,Young Frankenstein (1974),6.541834831237793,15.408347129821777,0.4778982996940613,3,red
249,Addams Family Values (1993),-8.35208511352539,-9.065024375915527,0.0324929803609848,2,yellow
250,Scream (1996),15.894963264465332,7.883326053619385,0.04104721546173096,2,yellow
251,Legends of the Fall (1994),-5.738511085510254,-5.697463512420654,0.11690773069858551,2,yellow
252,V for Vendetta (2006),-10.877829551696777,10.201287269592285,0.42475712299346924,3,red
253,Traffic (2000),12.102038383483887,3.2615432739257812,0.3466278612613678,3,red
254,Juno (2007),-12.231992721557617,-2.52763295173645,0.43885937333106995,3,red
255,Starship Troopers (1997),-11.25489616394043,-7.633600234985352,-0.06569594889879227,1,green
256,Phenomenon (1996),-3.4934136867523193,-5.3505682945251465,0.07258734852075577,2,yellow
257,Star Trek II: The Wrath of Khan (1982),1.2051011323928833,3.6170005798339844,0.3332836329936981,3,red
258,It's a Wonderful Life (1946),6.429490566253662,23.636070251464844,0.42648258805274963,3,red
259,"Abyss, The (1989)",-11.232247352600098,16.337244033813477,0.09742956608533859,2,yellow
260,Liar Liar (1997),-13.295498847961426,-12.101126670837402,-0.047626230865716934,1,green
261,Bridget Jones's Diary (2001),-10.218210220336914,0.3205109238624573,0.08036892861127853,2,yellow
262,Snow White and the Seven Dwarfs (1937),4.564355373382568,0.16210852563381195,0.17382340133190155,2,yellow
263,Maverick (1994),-7.9818267822265625,-9.515771865844727,0.2621240019798279,2,yellow
264,True Romance (1993),0.8147677183151245,10.893789291381836,0.3653777241706848,3,red
265,Air Force One (1997),-15.27049446105957,-5.740481853485107,0.03688395395874977,2,yellow
266,"Client, The (1994)",-0.8175628185272217,-8.714510917663574,0.23142576217651367,2,yellow
267,Shaun of the Dead (2004),17.376096725463867,-11.331663131713867,0.38037264347076416,3,red
268,"Santa Clause, The (1994)",3.232940196990967,-22.335039138793945,-0.08758505433797836,1,green
269,Judge Dredd (1995),18.6187744140625,4.64484167098999,-0.3102719783782959,0,blue
270,Raising Arizona (1987),-4.222665309906006,8.618914604187012,0.3067287802696228,3,red
271,"Wedding Singer, The (1998)",-13.26218032836914,7.464139461517334,0.0019538719207048416,1,green
272,Vertigo (1958),3.9180963039398193,20.138551712036133,0.374928742647171,3,red
273,City of God (Cidade de Deus) (2002),-18.033981323242188,5.299173831939697,0.44003528356552124,3,red
274,Eraser (1996),-0.8992032408714294,-10.096053123474121,0.0359194353222847,2,yellow
275,Requiem for a Dream (2000),15.83016586303711,9.702143669128418,0.2631182372570038,2,yellow
276,Rocky (1976),-7.022451400756836,14.049905776977539,0.06523303687572479,2,yellow
277,"Royal Tenenbaums, The (2001)",-0.9126133322715759,9.521528244018555,0.24007417261600494,2,yellow
278,Platoon (1986),-6.561196804046631,13.053122520446777,0.2846471071243286,2,yellow
279,Rushmore (1998),-5.377287864685059,4.512491226196289,0.3263750970363617,3,red
280,Gone with the Wind (1939),6.242339134216309,9.597405433654785,0.33895155787467957,3,red
281,"Nutty Professor, The (1996)",-8.854421615600586,-11.30568790435791,0.01907988265156746,2,yellow
282,Avatar (2009),-6.780310153961182,-10.118619918823242,0.03265819326043129,2,yellow
283,"Lost World: Jurassic Park, The (1997)",-2.554762363433838,-8.067655563354492,-0.0943114310503006,1,green
284,Enemy of the State (1998),-9.109603881835938,-13.297333717346191,0.19192427396774292,2,yellow
285,Field of Dreams (1989),0.5206806063652039,-9.121260643005371,0.2889055609703064,2,yellow
286,"Crow, The (1994)",-6.33420991897583,6.216400146484375,0.275192528963089,2,yellow
287,Naked Gun 33 1/3: The Final Insult (1994),10.070189476013184,-8.014911651611328,-0.02812925912439823,1,green
288,Die Hard 2 (1990),-4.279084205627441,19.4820613861084,0.1431853473186493,2,yellow
289,Pinocchio (1940),13.930289268493652,-3.9789879322052,0.15794384479522705,2,yellow
290,"Talented Mr. Ripley, The (1999)",21.790639877319336,-1.6459312438964844,0.21272975206375122,2,yellow
291,Sling Blade (1996),8.633912086486816,6.228071689605713,0.1269853562116623,2,yellow
292,Some Like It Hot (1959),9.211260795593262,20.307390213012695,0.2267770916223526,2,yellow
293,"Patriot, The (2000)",-8.86139965057373,-8.194450378417969,-0.014462647959589958,1,green
294,Robin Hood: Men in Tights (1993),2.9299798011779785,-6.3112921714782715,0.020939704030752182,2,yellow
295,Chasing Amy (1997),-3.663806438446045,3.6537656784057617,0.10422871261835098,2,yellow
296,Galaxy Quest (1999),8.341800689697266,-6.0621185302734375,0.23318715393543243,2,yellow
297,Star Trek IV: The Voyage Home (1986),-23.07642364501953,-1.0548306703567505,0.1701841652393341,2,yellow
