title,x-tsne,y-tsne,z-tsne,bias,bias_bin,colors
Batman (1989),-3.1478750705718994,-9.36422348022461,12.824920654296875,0.24551314115524292,2,yellow
"Sixth Sense, The (1999)",21.524795532226562,8.284418106079102,14.107620239257812,0.448134183883667,3,red
Saving Private Ryan (1998),20.939680099487305,-8.581419944763184,7.912689685821533,0.396062970161438,3,red
Men in Black (a.k.a. MIB) (1997),-0.5456200838088989,0.06899429857730865,7.283339500427246,0.2745409905910492,2,yellow
"Lord of the Rings: The Two Towers, The (2002)",21.480371475219727,13.757217407226562,8.753682136535645,0.4294697642326355,3,red
Speed (1994),-7.000567436218262,5.700942039489746,7.4191389083862305,0.3416847586631775,3,red
Beauty and the Beast (1991),11.93468189239502,-3.1902644634246826,4.195578098297119,0.29547983407974243,2,yellow
"Lord of the Rings: The Return of the King, The (2003)",21.364864349365234,13.519865989685059,9.063350677490234,0.5566948652267456,3,red
Ace Ventura: Pet Detective (1994),-9.938538551330566,4.644394397735596,-17.774473190307617,-0.1261371523141861,1,green
Shrek (2001),14.063461303710938,17.75899314880371,6.50022554397583,0.32550254464149475,3,red
Mission: Impossible (1996),4.526824951171875,20.61338233947754,12.76412296295166,0.23044665157794952,2,yellow
Groundhog Day (1993),12.671709060668945,-3.433521032333374,-3.6102397441864014,0.4069596230983734,3,red
Titanic (1997),14.105045318603516,7.586047172546387,19.646726608276367,0.05923257768154144,2,yellow
"Princess Bride, The (1987)",-4.4623517990112305,1.4440802335739136,-22.554880142211914,0.5528787970542908,3,red
Gladiator (2000),20.40031623840332,11.318502426147461,0.6580192446708679,0.4274153411388397,3,red
E.T. the Extra-Terrestrial (1982),26.24965476989746,-6.706076622009277,-6.237913608551025,0.24070850014686584,2,yellow
Dumb & Dumber (Dumb and Dumber) (1994),-7.575833797454834,8.224522590637207,-16.4672794342041,-0.03323981165885925,1,green
"Terminator, The (1984)",15.08765697479248,-5.981910705566406,-9.080374717712402,0.3747686445713043,3,red
"Mask, The (1994)",-8.119974136352539,5.939149379730225,0.24164597690105438,-0.06515819579362869,1,green
Good Will Hunting (1997),22.320032119750977,5.764963626861572,-5.881098747253418,0.4473651945590973,3,red
Mrs. Doubtfire (1993),-8.319544792175293,-2.5135366916656494,3.8299756050109863,0.10159651190042496,2,yellow
Die Hard (1988),19.749282836914062,-2.1988003253936768,-20.031774520874023,0.3420715630054474,3,red
Twister (1996),-18.78327178955078,8.603495597839355,3.6276156902313232,0.11667823791503906,2,yellow
Babe (1995),24.39435386657715,2.5623793601989746,12.456897735595703,0.12538795173168182,2,yellow
Willy Wonka & the Chocolate Factory (1971),-10.069671630859375,-22.735050201416016,1.1698408126831055,0.2663569152355194,2,yellow
Pretty Woman (1990),0.8199819326400757,-1.8920416831970215,1.4001914262771606,0.20238527655601501,2,yellow
Ghostbusters (a.k.a. Ghost Busters) (1984),-4.489496231079102,-0.5852735638618469,-9.756061553955078,0.3202470541000366,3,red
Indiana Jones and the Last Crusade (1989),18.142595291137695,7.411245822906494,10.412310600280762,0.47289133071899414,3,red
Blade Runner (1982),-1.469791293144226,-12.540668487548828,-6.410714626312256,0.33944156765937805,3,red
Stargate (1994),-2.0447981357574463,17.66588592529297,14.222590446472168,0.08409002423286438,2,yellow
Monty Python and the Holy Grail (1975),6.3431010246276855,1.9700998067855835,-9.939057350158691,0.43893468379974365,3,red
One Flew Over the Cuckoo's Nest (1975),21.389842987060547,-14.590973854064941,2.4801368713378906,0.43705838918685913,3,red
Die Hard: With a Vengeance (1995),-6.371289253234863,-1.4765660762786865,2.053309917449951,0.14609339833259583,2,yellow
Pirates of the Caribbean: The Curse of the Black Pearl (2003),14.881539344787598,18.060710906982422,2.7805628776550293,0.3210776448249817,3,red
Star Wars: Episode I - The Phantom Menace (1999),-8.121567726135254,27.517982482910156,3.310983896255493,-0.004046160262078047,1,green
"Truman Show, The (1998)",5.962131023406982,7.411630630493164,-4.030849456787109,0.39290109276771545,3,red
"Rock, The (1996)",-1.5016056299209595,7.075847625732422,-2.477365493774414,0.23220939934253693,2,yellow
"Godfather: Part II, The (1974)",25.519899368286133,-12.529646873474121,0.7703781723976135,0.6740071177482605,4,black
Spider-Man (2002),13.144388198852539,21.11113739013672,1.8140780925750732,0.10742145776748657,2,yellow
Ferris Bueller's Day Off (1986),17.09193229675293,-3.794370412826538,14.076601028442383,0.45495152473449707,3,red
Memento (2000),20.74387550354004,1.9098457098007202,-4.541248321533203,0.5003810524940491,3,red
Reservoir Dogs (1992),20.745393753051758,-18.637418746948242,1.4495739936828613,0.4916532337665558,3,red
Léon: The Professional (a.k.a. The Professional) (Léon) (1994),22.836349487304688,-6.300457954406738,0.6299593448638916,0.5529211759567261,3,red
Goodfellas (1990),15.029775619506836,-0.9149434566497803,-2.7013463973999023,0.3563324511051178,3,red
"Monsters, Inc. (2001)",9.380016326904297,11.166008949279785,4.987285137176514,0.33776700496673584,3,red
Ocean's Eleven (2001),7.8974080085754395,7.588067054748535,-5.955197811126709,0.3923923671245575,3,red
Home Alone (1990),-3.2587339878082275,8.957062721252441,-1.3589264154434204,-0.01359427347779274,1,green
Batman Forever (1995),1.5621083974838257,16.09908676147461,-2.9952826499938965,-0.11136811971664429,1,green
X-Men (2000),-4.965067386627197,18.294593811035156,0.3893207311630249,0.25787046551704407,2,yellow
Alien (1979),15.119823455810547,-11.49940013885498,11.383824348449707,0.40437227487564087,3,red
Ghost (1990),1.0320091247558594,-0.4144316613674164,1.2054232358932495,0.03364138305187225,2,yellow
"Incredibles, The (2004)",10.465737342834473,12.63586139678955,4.6981072425842285,0.3714580237865448,3,red
Being John Malkovich (1999),9.25925064086914,-13.141995429992676,6.598345756530762,0.2851131856441498,2,yellow
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",22.68291664123535,-3.3272485733032227,-6.610494613647461,0.5372382998466492,3,red
Toy Story 2 (1999),-1.1375532150268555,-3.7635648250579834,-3.750244617462158,0.20312459766864777,2,yellow
Interview with the Vampire: The Vampire Chronicles (1994),-6.795774459838867,5.633452892303467,-2.3470895290374756,0.18991892039775848,2,yellow
L.A. Confidential (1997),10.646127700805664,-19.539304733276367,7.496484279632568,0.4993932247161865,3,red
Aliens (1986),9.206274032592773,0.1109086349606514,-20.04219627380371,0.35240375995635986,3,red
Sleepless in Seattle (1993),-21.213050842285156,4.24278450012207,-16.325054168701172,0.08743873983621597,2,yellow
Trainspotting (1996),18.79085922241211,-6.792762756347656,0.7285519242286682,0.41963255405426025,3,red
2001: A Space Odyssey (1968),10.39252758026123,-13.45702838897705,-8.05268669128418,0.24487395584583282,2,yellow
There's Something About Mary (1998),14.2918062210083,-9.158740043640137,9.025155067443848,0.20727357268333435,2,yellow
Finding Nemo (2003),14.624320030212402,15.577336311340332,6.305227279663086,0.2964043617248535,2,yellow
GoldenEye (1995),-5.211026668548584,12.24734878540039,2.4164469242095947,0.22986763715744019,2,yellow
Four Weddings and a Funeral (1994),-1.492651104927063,-25.61771583557129,2.535853147506714,0.2473941147327423,2,yellow
"Clockwork Orange, A (1971)",3.3603429794311523,-25.02937889099121,3.5969667434692383,0.250483900308609,2,yellow
Shakespeare in Love (1998),16.169086456298828,-8.371428489685059,4.479859828948975,0.2862781584262848,2,yellow
"Dark Knight, The (2008)",20.537761688232422,4.80448579788208,6.951137542724609,0.42180487513542175,3,red
"Big Lebowski, The (1998)",9.463892936706543,-9.410590171813965,-3.368490219116211,0.3991769552230835,3,red
Clueless (1995),15.6718111038208,-5.021419048309326,10.145505905151367,0.17997726798057556,2,yellow
Rain Man (1988),12.593599319458008,-0.049249690026044846,6.07750129699707,0.3714374899864197,3,red
Taxi Driver (1976),15.994828224182129,-18.966394424438477,-14.183141708374023,0.45761704444885254,3,red
"Fifth Element, The (1997)",-4.146891117095947,11.090133666992188,-23.016088485717773,0.2437189221382141,2,yellow
Casablanca (1942),11.525236129760742,-18.502792358398438,-1.48396897315979,0.6018290519714355,3,red
"Breakfast Club, The (1985)",6.693953514099121,-0.05607279762625694,-4.492377281188965,0.43749967217445374,3,red
"Wizard of Oz, The (1939)",-18.55794906616211,-16.48747444152832,-5.325252056121826,0.3882518708705902,3,red
Minority Report (2002),17.617801666259766,4.731564521789551,11.15755558013916,0.18836070597171783,2,yellow
Clear and Present Danger (1994),3.0740396976470947,4.7528395652771,-3.585482358932495,0.44937801361083984,3,red
"Beautiful Mind, A (2001)",4.700547695159912,15.622562408447266,-20.70128631591797,0.3487309515476227,3,red
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",1.6496226787567139,-6.472488880157471,-11.058592796325684,0.39883172512054443,3,red
Star Trek: Generations (1994),2.1418278217315674,8.334376335144043,14.29147720336914,0.04130584001541138,2,yellow
Armageddon (1998),-8.35806941986084,15.223214149475098,2.3522534370422363,-0.11907637119293213,1,green
Waterworld (1995),-9.88267707824707,15.154154777526855,14.769807815551758,-0.17864300310611725,1,green
Apocalypse Now (1979),14.59294605255127,-17.622905731201172,7.902268409729004,0.3463849723339081,3,red
Stand by Me (1986),8.653579711914062,1.7927205562591553,-2.32763671875,0.5401632189750671,3,red
Austin Powers: The Spy Who Shagged Me (1999),-11.400080680847168,-7.3531880378723145,-21.650686264038086,-0.02307797409594059,1,green
Kill Bill: Vol. 1 (2003),10.48451042175293,-0.7113028168678284,-2.767314910888672,0.1819428950548172,2,yellow
American Pie (1999),0.0305359847843647,15.642547607421875,0.20390616357326508,-0.023343468084931374,1,green
Inception (2010),9.391011238098145,9.229019165039062,-7.697396755218506,0.33662495017051697,3,red
Outbreak (1995),-9.11808967590332,21.05745506286621,13.003238677978516,0.057529937475919724,2,yellow
"Firm, The (1993)",-5.75325345993042,5.800967693328857,2.7124226093292236,0.27176135778427124,2,yellow
Clerks (1994),18.373737335205078,-4.2504048347473145,-8.158924102783203,0.2295985072851181,2,yellow
Jaws (1975),20.67685890197754,2.24053692817688,4.564697265625,0.3336206078529358,3,red
Who Framed Roger Rabbit? (1988),-6.025429725646973,-0.9948351979255676,-10.003028869628906,0.2669382095336914,2,yellow
Big (1988),16.029024124145508,6.726094722747803,8.700366020202637,0.38319581747055054,3,red
Austin Powers: International Man of Mystery (1997),-5.019988536834717,10.238777160644531,-18.320526123046875,0.007868034765124321,1,green
Jumanji (1995),-7.723452568054199,8.64219856262207,2.265565872192383,0.04215146228671074,2,yellow
Natural Born Killers (1994),-22.729400634765625,5.147345066070557,-11.679253578186035,0.07265011221170425,2,yellow
American History X (1998),20.354148864746094,1.2494717836380005,15.442435264587402,0.37285923957824707,3,red
Airplane! (1980),4.520265102386475,-18.652629852294922,17.374832153320312,0.19638164341449738,2,yellow
Eternal Sunshine of the Spotless Mind (2004),6.357819080352783,-18.139856338500977,13.952101707458496,0.4976033568382263,3,red
Cliffhanger (1993),-4.963141441345215,5.9695258140563965,4.0036115646362305,-0.09233900904655457,1,green
Jerry Maguire (1996),15.428178787231445,6.691957950592041,12.172318458557129,0.41497379541397095,3,red
Office Space (1999),11.011603355407715,-20.949146270751953,11.042166709899902,0.29662129282951355,2,yellow
"Bug's Life, A (1998)",4.161338806152344,1.028076410293579,-16.718313217163086,0.19252312183380127,2,yellow
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),7.656079292297363,16.071298599243164,2.087315320968628,0.19512315094470978,2,yellow
Batman Begins (2005),9.199464797973633,14.913533210754395,18.629539489746094,0.2863676846027374,2,yellow
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),17.6170711517334,-19.650432586669922,-11.441794395446777,0.48567286133766174,3,red
Total Recall (1990),1.1804728507995605,-4.8271379470825195,21.45305824279785,0.2695077359676361,2,yellow
Dead Man Walking (1995),22.50027084350586,12.801047325134277,-10.457919120788574,0.533854603767395,3,red
Beetlejuice (1988),11.207874298095703,0.8530547022819519,21.198022842407227,0.10698556900024414,2,yellow
Heat (1995),3.533674955368042,2.468801259994507,6.078739643096924,0.44202107191085815,3,red
Full Metal Jacket (1987),17.04953384399414,-11.26175308227539,-6.179583549499512,0.3927377760410309,3,red
"Green Mile, The (1999)",10.771012306213379,7.029542446136475,6.481106758117676,0.3787025511264801,3,red
Kill Bill: Vol. 2 (2004),16.6806583404541,8.249249458312988,-6.473788738250732,0.15862567722797394,2,yellow
"Net, The (1995)",-15.252573013305664,6.203125476837158,12.553912162780762,-0.13245777785778046,1,green
"Shining, The (1980)",17.290552139282227,-2.9300649166107178,-18.136829376220703,0.40858176350593567,3,red
Leaving Las Vegas (1995),-2.3843231201171875,-14.009300231933594,-3.5568687915802,0.2696284353733063,2,yellow
While You Were Sleeping (1995),-0.2068556398153305,-5.634477615356445,-5.279460906982422,0.17338034510612488,2,yellow
Amadeus (1984),23.683847427368164,-5.225521564483643,-10.566793441772461,0.4369838237762451,3,red
"Bourne Identity, The (2002)",16.38600730895996,14.520559310913086,9.009437561035156,0.30779463052749634,3,red
Catch Me If You Can (2002),16.085403442382812,9.901816368103027,-2.744255781173706,0.43592119216918945,3,red
Life Is Beautiful (La Vita è bella) (1997),13.113044738769531,16.551172256469727,-9.872098922729492,0.4721599817276001,3,red
Chicken Run (2000),15.137744903564453,2.269021987915039,-13.481270790100098,0.09907632321119308,2,yellow
Back to the Future Part II (1989),-9.45335865020752,7.790069103240967,-18.716869354248047,0.17100711166858673,2,yellow
Almost Famous (2000),15.5211763381958,-3.8949575424194336,4.908932209014893,0.3923543095588684,3,red
As Good as It Gets (1997),4.1710028648376465,-6.578619003295898,-18.7333927154541,0.25782060623168945,2,yellow
Indiana Jones and the Temple of Doom (1984),6.693264961242676,-16.239849090576172,20.323135375976562,0.2870717942714691,2,yellow
"Hunt for Red October, The (1990)",12.836713790893555,8.700428009033203,14.365312576293945,0.38575372099876404,3,red
"O Brother, Where Art Thou? (2000)",10.623435974121094,-3.684077262878418,-18.623043060302734,0.30717289447784424,3,red
Cast Away (2000),-5.764353275299072,7.612066268920898,-2.1982157230377197,0.2318589687347412,2,yellow
Dead Poets Society (1989),0.3034437596797943,1.4097917079925537,-2.034477949142456,0.2546280324459076,2,yellow
Snatch (2000),26.64957046508789,3.9840261936187744,-2.474637269973755,0.37522074580192566,3,red
Demolition Man (1993),-23.214778900146484,6.108164310455322,-9.611183166503906,-0.10778625309467316,1,green
Get Shorty (1995),-0.149549201130867,-8.270895004272461,17.60790252685547,0.16381190717220306,2,yellow
Happy Gilmore (1996),-12.235889434814453,11.396933555603027,-6.759069919586182,0.07253824919462204,2,yellow
Back to the Future Part III (1990),2.4639081954956055,21.291454315185547,1.0668452978134155,0.013230744749307632,2,yellow
"Blues Brothers, The (1980)",27.083993911743164,1.235268235206604,-0.7588748931884766,0.3292667269706726,3,red
"Birdcage, The (1996)",12.201642036437988,0.5175930261611938,10.050334930419922,0.0688549131155014,2,yellow
Donnie Darko (2001),18.35267448425293,2.7601139545440674,-2.7715892791748047,0.4045802354812622,3,red
Broken Arrow (1996),-8.804415702819824,11.770783424377441,-9.284523010253906,-0.06551859527826309,1,green
Contact (1997),-10.059443473815918,-19.326801300048828,-7.969285011291504,0.2566646337509155,2,yellow
Ace Ventura: When Nature Calls (1995),-13.408819198608398,15.042179107666016,0.45935750007629395,-0.2246137410402298,1,green
Rear Window (1954),10.12325668334961,-23.635517120361328,-6.078094959259033,0.6000679731369019,3,red
Monty Python's Life of Brian (1979),10.988529205322266,-3.2111833095550537,-5.674532890319824,0.25629478693008423,2,yellow
Lethal Weapon (1987),11.402853965759277,6.676431655883789,3.692831039428711,0.10820312052965164,2,yellow
Grease (1978),0.022458327934145927,-2.8733980655670166,10.589561462402344,0.12782610952854156,2,yellow
Quiz Show (1994),-0.8549675941467285,-10.522205352783203,-25.94788932800293,0.2855098247528076,2,yellow
"Nightmare Before Christmas, The (1993)",-15.573576927185059,4.399417400360107,-6.730808258056641,0.2688538730144501,2,yellow
Dave (1993),-6.082254886627197,9.165935516357422,-14.810859680175781,0.2231781929731369,2,yellow
"Graduate, The (1967)",13.303777694702148,-15.01382064819336,-1.7516512870788574,0.37654924392700195,3,red
"Fish Called Wanda, A (1988)",22.40105628967285,-9.698134422302246,5.707215309143066,0.3811870813369751,3,red
Edward Scissorhands (1990),10.684235572814941,2.703829526901245,20.79606056213379,0.39592355489730835,3,red
Casino (1995),20.350553512573242,-10.207440376281738,-12.726876258850098,0.2658289670944214,2,yellow
What's Eating Gilbert Grape (1993),4.723410129547119,-3.5204877853393555,-26.152414321899414,0.35450229048728943,3,red
Meet the Parents (2000),0.2748400568962097,8.555732727050781,-16.92350196838379,0.04919200763106346,2,yellow
High Fidelity (2000),13.541206359863281,-23.468971252441406,-1.2592403888702393,0.26149046421051025,2,yellow
Mr. Holland's Opus (1995),-4.8302836418151855,24.929458618164062,3.0472168922424316,0.3036092221736908,2,yellow
North by Northwest (1959),12.689024925231934,-22.869646072387695,-6.008204460144043,0.3800240457057953,3,red
When Harry Met Sally... (1989),7.217600345611572,-14.872560501098633,9.05423641204834,0.4023923873901367,3,red
Philadelphia (1993),0.3566957116127014,3.954284906387329,2.8343119621276855,0.32881754636764526,3,red
Sense and Sensibility (1995),10.926669120788574,-11.204734802246094,-13.979741096496582,0.3696722388267517,3,red
"Blair Witch Project, The (1999)",-14.410375595092773,1.1465821266174316,0.8659721612930298,-0.2227911800146103,1,green
Lost in Translation (2003),15.03614616394043,-2.6830861568450928,-18.168630599975586,0.2884542644023895,2,yellow
Erin Brockovich (2000),2.4345664978027344,14.15565013885498,-21.46931266784668,0.12483234703540802,2,yellow
Citizen Kane (1941),17.47815704345703,-14.382619857788086,-6.846256256103516,0.45952513813972473,3,red
"Departed, The (2006)",20.219167709350586,4.7207207679748535,3.4042341709136963,0.4135185778141022,3,red
Harry Potter and the Prisoner of Azkaban (2004),7.1696858406066895,11.467485427856445,0.7643381953239441,0.29780295491218567,2,yellow
Gattaca (1997),19.904951095581055,17.66655731201172,-6.081846714019775,0.21064700186252594,2,yellow
Spider-Man 2 (2004),10.402363777160645,9.268670082092285,2.907681941986084,0.16621850430965424,2,yellow
Face/Off (1997),-7.1292290687561035,4.375123023986816,-4.689698219299316,0.14491507411003113,2,yellow
Star Wars: Episode II - Attack of the Clones (2002),-5.20446252822876,11.315979957580566,1.531744360923767,-0.0989227220416069,1,green
Star Trek: First Contact (1996),-1.9647490978240967,11.566788673400879,-3.8943581581115723,0.4524533748626709,3,red
This Is Spinal Tap (1984),10.071950912475586,-7.209352016448975,-9.635763168334961,0.3522164225578308,3,red
"Matrix Reloaded, The (2003)",6.572836399078369,26.929670333862305,3.993514060974121,0.02126733399927616,2,yellow
"American President, The (1995)",8.845688819885254,12.69979476928711,9.368772506713867,0.24636833369731903,2,yellow
X2: X-Men United (2003),12.982409477233887,19.559606552124023,5.099163055419922,0.2474527657032013,2,yellow
Shrek 2 (2004),13.544696807861328,18.91813087463379,5.3929243087768555,0.15942220389842987,2,yellow
Mission: Impossible II (2000),-4.58748197555542,22.589223861694336,7.024535655975342,-0.10146021842956543,1,green
Harry Potter and the Chamber of Secrets (2002),1.133707880973816,12.5130033493042,-2.758349657058716,0.26509860157966614,2,yellow
"Sound of Music, The (1965)",10.20459270477295,-0.0834512934088707,-6.064425945281982,0.3529340922832489,3,red
To Kill a Mockingbird (1962),14.723772048950195,-4.490530014038086,-1.4656074047088623,0.5692358613014221,3,red
Crimson Tide (1995),12.685274124145508,-6.045581340789795,11.235427856445312,0.3514210879802704,3,red
In the Line of Fire (1993),1.500760793685913,3.606907606124878,-0.048036351799964905,0.36043378710746765,3,red
Annie Hall (1977),6.351663112640381,-13.494813919067383,0.57666015625,0.23700577020645142,2,yellow
Mars Attacks! (1996),-20.45821189880371,9.462286949157715,-3.8408660888671875,-0.1293964684009552,1,green
Sin City (2005),25.678848266601562,0.8281826972961426,6.351917266845703,0.38545677065849304,3,red
Run Lola Run (Lola rennt) (1998),23.168418884277344,-2.660376787185669,-0.5346187949180603,0.4187483787536621,3,red
Election (1999),8.712411880493164,-10.529332160949707,8.788445472717285,0.33358219265937805,3,red
Charlie's Angels (2000),-7.482460021972656,22.998756408691406,-6.328986167907715,-0.21003665030002594,1,green
"Mummy, The (1999)",-6.360918998718262,17.018775939941406,-3.4448869228363037,0.08385152369737625,2,yellow
Dogma (1999),-0.18051031231880188,-0.7641959190368652,-16.973548889160156,0.0025061515625566244,1,green
"Little Mermaid, The (1989)",-0.8340520858764648,16.40523338317871,2.8131730556488037,0.21726718544960022,2,yellow
"Untouchables, The (1987)",15.375847816467285,2.150796413421631,5.775444984436035,0.3055371940135956,2,yellow
Ed Wood (1994),16.301433563232422,-15.755666732788086,-10.91292667388916,0.26185309886932373,2,yellow
"Piano, The (1993)",-5.65207052230835,-4.869225025177002,3.9087045192718506,0.2356758862733841,2,yellow
Mary Poppins (1964),-3.3987576961517334,-0.6836044788360596,-17.721317291259766,0.507554829120636,3,red
Psycho (1960),9.14139461517334,-13.664854049682617,-6.0486159324646,0.40096768736839294,3,red
"Game, The (1997)",-20.21030044555664,-0.6296213865280151,-18.125530242919922,0.44142645597457886,3,red
Little Miss Sunshine (2006),8.722390174865723,10.884902954101562,-13.679439544677734,0.42178580164909363,3,red
My Cousin Vinny (1992),3.3414924144744873,-26.703716278076172,-2.4058403968811035,0.2534289062023163,2,yellow
"Honey, I Shrunk the Kids (1989)",-8.3062744140625,2.1640212535858154,-4.158038139343262,-0.1869519054889679,1,green
WALL·E (2008),9.837024688720703,-26.130014419555664,4.115960121154785,0.1422150880098343,2,yellow
Chinatown (1974),13.397043228149414,-17.02719497680664,-5.983123302459717,0.3295826315879822,3,red
Ransom (1996),1.4938913583755493,6.311394214630127,-1.8840646743774414,0.2532590627670288,2,yellow
"Few Good Men, A (1992)",21.446712493896484,-3.3066303730010986,13.642488479614258,0.29151588678359985,2,yellow
Iron Man (2008),18.75613784790039,10.516938209533691,6.377432823181152,0.3340322971343994,3,red
Superman (1978),13.054019927978516,8.887895584106445,3.180905818939209,0.12705785036087036,2,yellow
"Christmas Story, A (1983)",5.0784173011779785,-16.114255905151367,-3.573484182357788,0.4974524974822998,3,red
Wallace & Gromit: The Wrong Trousers (1993),11.971142768859863,-3.2770140171051025,18.000160217285156,0.41728344559669495,3,red
"South Park: Bigger, Longer and Uncut (1999)",-7.571328639984131,-7.2672529220581055,-21.7519588470459,0.22954252362251282,2,yellow
Butch Cassidy and the Sundance Kid (1969),21.679502487182617,-9.134944915771484,-6.47139310836792,0.31699371337890625,3,red
Wayne's World (1992),-13.279245376586914,-8.994311332702637,-12.62204647064209,0.1614505797624588,2,yellow
"Bourne Supremacy, The (2004)",13.456351280212402,8.913971900939941,7.014431953430176,0.4062216281890869,3,red
12 Angry Men (1957),14.81722354888916,-1.6559754610061646,-8.340842247009277,0.6569247841835022,4,black
"English Patient, The (1996)",-22.83112907409668,-18.665937423706055,-1.8344504833221436,0.1544772982597351,2,yellow
Top Gun (1986),-3.943502902984619,-2.5118117332458496,2.801743745803833,0.12609484791755676,2,yellow
"Lock, Stock & Two Smoking Barrels (1998)",26.792531967163086,5.867940425872803,-3.0820674896240234,0.36541005969047546,3,red
Young Frankenstein (1974),15.477995872497559,-12.648649215698242,-13.449934959411621,0.4778982996940613,3,red
Addams Family Values (1993),-5.703128337860107,14.338715553283691,7.442878246307373,0.0324929803609848,2,yellow
Scream (1996),4.722153186798096,-19.54778289794922,10.527356147766113,0.04104721546173096,2,yellow
Legends of the Fall (1994),9.100214958190918,7.176336765289307,21.79098892211914,0.11690773069858551,2,yellow
V for Vendetta (2006),17.162334442138672,5.692539215087891,-5.4592108726501465,0.42475712299346924,3,red
Traffic (2000),0.6398879885673523,-11.972137451171875,8.713278770446777,0.3466278612613678,3,red
Juno (2007),2.0493664741516113,10.811912536621094,-7.790744781494141,0.43885937333106995,3,red
Starship Troopers (1997),-10.614728927612305,23.22193145751953,-0.7068467736244202,-0.06569594889879227,1,green
Phenomenon (1996),-0.8709984421730042,6.010218143463135,-4.437982559204102,0.07258734852075577,2,yellow
Star Trek II: The Wrath of Khan (1982),4.793889999389648,-4.485773086547852,-2.7741568088531494,0.3332836329936981,3,red
It's a Wonderful Life (1946),21.13822364807129,-14.947665214538574,-11.932578086853027,0.42648258805274963,3,red
"Abyss, The (1989)",20.16840171813965,7.454385280609131,14.959477424621582,0.09742956608533859,2,yellow
Liar Liar (1997),-10.938644409179688,19.14389419555664,-9.757331848144531,-0.047626230865716934,1,green
Bridget Jones's Diary (2001),2.6042120456695557,7.175955772399902,-6.046706199645996,0.08036892861127853,2,yellow
